resource	comparison	marker_jaccard
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.06666666666666667
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0625
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.1111111111111111
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.1875
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	1.0
CAP ontology	Same label	0.11764705882352941
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.5
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.11764705882352941
CAP ontology	Same label	1.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0625
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0625
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.3333333333333333
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.058823529411764705
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.058823529411764705
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.13333333333333333
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	1.0
CAP ontology	Same label	0.125
CAP ontology	Same label	0.0625
CAP ontology	Same label	0.0
CAP ontology	Same label	0.3333333333333333
CAP ontology	Same label	0.0625
CAP ontology	Same label	0.2857142857142857
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.2857142857142857
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.058823529411764705
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.05555555555555555
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.05555555555555555
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.058823529411764705
CAP ontology	Same label	0.05555555555555555
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.13333333333333333
CAP ontology	Same label	0.21428571428571427
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.058823529411764705
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.13333333333333333
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.21428571428571427
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.125
CAP ontology	Same label	1.0
CAP ontology	Same label	0.13333333333333333
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.058823529411764705
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.125
CAP ontology	Same label	0.0
CAP ontology	Same label	0.058823529411764705
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.07142857142857142
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0625
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.14285714285714285
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0625
CAP ontology	Same label	0.13333333333333333
CAP ontology	Same label	1.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.07142857142857142
CAP ontology	Same label	0.23076923076923078
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0625
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.07142857142857142
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.06666666666666667
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.06666666666666667
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.06666666666666667
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	1.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.07142857142857142
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.07142857142857142
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.15384615384615385
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	1.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.06666666666666667
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.06666666666666667
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.3333333333333333
CAP ontology	Same label	0.0
CAP ontology	Same label	0.07142857142857142
CAP ontology	Same label	0.0
CAP ontology	Same label	1.0
CAP ontology	Same label	0.15384615384615385
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0625
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.15384615384615385
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0625
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0625
CAP ontology	Same label	0.0625
CAP ontology	Same label	0.0
CAP ontology	Same label	0.23076923076923078
CAP ontology	Same label	0.07142857142857142
CAP ontology	Same label	0.15384615384615385
CAP ontology	Same label	1.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.14285714285714285
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.2857142857142857
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.05555555555555555
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0625
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.2857142857142857
CAP ontology	Same label	0.058823529411764705
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	1.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.2
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.07692307692307693
CAP ontology	Same label	0.5
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.09090909090909091
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.07692307692307693
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.07692307692307693
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	1.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.07692307692307693
CAP ontology	Same label	0.0
CAP ontology	Same label	0.08333333333333333
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.07692307692307693
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.07142857142857142
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.4166666666666667
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.07142857142857142
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0625
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.06666666666666667
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	1.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.07142857142857142
CAP ontology	Same label	0.06666666666666667
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.23076923076923078
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.058823529411764705
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.21428571428571427
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.2857142857142857
CAP ontology	Same label	0.125
CAP ontology	Same label	0.0625
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.2
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	1.0
CAP ontology	Same label	0.058823529411764705
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0625
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.05555555555555555
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.05555555555555555
CAP ontology	Same label	0.0
CAP ontology	Same label	0.058823529411764705
CAP ontology	Same label	0.0625
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.05555555555555555
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.058823529411764705
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0625
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.058823529411764705
CAP ontology	Same label	1.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0625
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.058823529411764705
CAP ontology	Same label	0.0
CAP ontology	Same label	0.38461538461538464
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0625
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.11764705882352941
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.058823529411764705
CAP ontology	Same label	0.0
CAP ontology	Same label	0.13333333333333333
CAP ontology	Same label	0.0
CAP ontology	Same label	0.05555555555555555
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.058823529411764705
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	1.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.05555555555555555
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.15384615384615385
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0625
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.06666666666666667
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.2727272727272727
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0625
CAP ontology	Same label	0.0
CAP ontology	Same label	0.058823529411764705
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0625
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0625
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.0
CAP ontology	Same label	0.058823529411764705
CAP ontology	Same label	0.14285714285714285
CAP ontology	Same label	0.0
