set_name	color_class	genes	match_rule	matched_genes	matched_gene_count	component	dominant_module	source_corpus	paper_key	cell_type	normalized_cell_type	n_markers	marker_names
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D	1			hca	hca:0219_10.1016_j.cell.2020.06.026_35457f0d2b	CD4+ T CELL	CD 4 T CELL	11	CD4;CD44;FOXP3;AREG;CD69;NR4A1;IL2RA;KLRG1;CD3D;IL7R;SELL
CD3 blue markers	high in both	CD3D; CD3G	any	CD3G	1	1.0	Naive/memory	hca	hca:0465_10.1016_j.cell.2020.12.016_af8ed7d941	NAIVE T CELL	NAIVE T CELL	3	CCR7;CD27;CD3G
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D	1	5.0	Other	biorxiv	biorxiv:a6ffed23-717d-1014-ae02-d2e67f78dddd	T CELL	T CELL	3	CD4;CD8A;CD3D
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D	1			biorxiv	biorxiv:b60c0833-6df2-1014-8865-f92ffff4fcc6	T CELL	T CELL	4	CR2;CD3D;CD3E;TRBC2
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D	1	4.0	Other	biorxiv	biorxiv:c245f005-7ab6-1014-adbd-b49bd8bfffbc	T CELL	T CELL	3	CD3D;CD3E;TRAC
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D	1	4.0	Cytotoxic	hca	hca:0068_10.1093_ibd_izac201_351dddd961	T CELL	T CELL	3	NKG7;BTG1;CD3D
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D	1			hca	hca:0108_10.1038_s41598-017-14676-3_ca30704700	T CELL	T CELL	3	RARB;CD3D;MALAT1
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D	1			hca	hca:0158_10.2337_db21-0830_d021248f76	T CELL	T CELL	3	PTPRC;CD2;CD3D
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D	1			hca	hca:0229_10.15252_msb.20178041_0277072a61	T CELL	T CELL	4	CD6;CD2;CD3D;CD247
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D	1	4.0	Cytotoxic	hca	hca:0293_10.1172_jci.insight.150861_5764a5bfad	T CELL	T CELL	3	GZMK;CD3D;CD3E
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D	1	4.0	Naive/memory	hca	hca:0343_10.1038_s41597-019-0351-8_0cf4fb36a1	T CELL	T CELL	3	CD3D;IL7R;CD3E
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D	1	4.0	Cytotoxic	hca	hca:0410_10.3389_fcell.2021.820274_b0973e038f	T CELL	T CELL	3	NKG7;CD3D;TRAC
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D	1			hca	hca:0506_10.1038_s41591-022-01680-y_160aaf8b86	T CELL	T CELL	3	CD2;CD3D;CD7
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D	1	1.0	Naive/memory	hca	hca:0099_10.1126_sciimmunol.abl9165_5f9974d5f2	TCM	TCM	4	CCR7;KLF2;CD3D;SELL
CD3 blue markers	high in both	CD3D; CD3G	any	CD3D	1			hca	hca:0286_10.1038_s41467-018-06318-7_d818827349	ΑΒ T CELL	T CELL	7	CD69;GZMK;CD2;CD8A;CD3D;CCL5;TRAC
CD3 blue markers	high in both	CD3D; CD3G	at least 2	CD3D; CD3G	2	4.0	Other	hca	hca:0076_10.1016_j.cell.2021.01.053_e0734afb82	CD4 AND CD8 T CELLS	CD 4 AND CD 8 T CELLS	6	CD40LG;CD8A;CD3D;CD8B;CD3E;CD3G
CD3 blue markers	high in both	CD3D; CD3G	at least 2	CD3D; CD3G	2			hca	hca:0345_10.3389_fimmu.2021.645666_15198bd9bb	CD4+ T CELL	CD 4 T CELL	22	CD4;HSPA5;RHOA;ACTB;EZR;ALDH2;ITGA4;CALL;PGD;MSN;ITGB1;TKT;SYK;PDIA3;CD3D;IL7R;UBB;PPP1CA;GRB2;CD3E;LYN;CD3G
CD3 blue markers	high in both	CD3D; CD3G	at least 2	CD3D; CD3G	2			hca	hca:0345_10.3389_fimmu.2021.645666_15198bd9bb	CD8+ T CELL	CD 8 T CELL	18	RHOA;ACTB;PTPN6;ZAP70;ITGA4;CALL;ITGB1;CD8A;PDIA3;CD3D;IL7R;CD8B;PPP1CA;GRB2;CD247;CD3E;LYN;CD3G
CD3 blue markers	high in both	CD3D; CD3G	at least 2	CD3D; CD3G	2	4.0	Other	biorxiv	biorxiv:1fa7b83f-6da7-1014-a69d-d257852e8dd1	T CELL	T CELL	3	CD3D;CD3E;CD3G
CD3 blue markers	high in both	CD3D; CD3G	at least 2	CD3D; CD3G	2	4.0	Other	biorxiv	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	T CELL	T CELL	4	CD3D;TRBC1;TRAC;CD3G
CD3 blue markers	high in both	CD3D; CD3G	at least 2	CD3D; CD3G	2	4.0	Other	biorxiv	biorxiv:8e460cfc-7020-1014-9694-e5bf39316223	T CELL	T CELL	3	CD3D;CD3E;CD3G
CD3 blue markers	high in both	CD3D; CD3G	at least 2	CD3D; CD3G	2	4.0	Other	hca	hca:0164_10.1177_00220345221147908_13bf485ac8	T CELL	T CELL	3	CD3D;CD3E;CD3G
CD3 blue markers	high in both	CD3D; CD3G	at least 2	CD3D; CD3G	2	4.0	Other	hca	hca:0418_10.1038_s42003-020-0922-4_8904851286	T CELL	T CELL	4	CD3D;LCK;CD3E;CD3G
CD3 blue markers	high in both	CD3D; CD3G	at least 2	CD3D; CD3G	2	4.0	Other	hca	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446	T CELL	T CELL	3	CD3D;CD3E;CD3G
CD3 blue markers	high in both	CD3D; CD3G	at least 2	CD3D; CD3G	2	4.0	Other	hca	hca:0109_10.7554_elife.91792.1_056dda27be	T CELLS	T CELLS	5	CD3D;CD247;CD3E;TRAC;CD3G
CD3 blue markers	high in both	CD3D; CD3G	at least 2	CD3D; CD3G	2	4.0	Other	hca	hca:0291_10.1016_j.cell.2019.06.024_7d6cf2f1e2	T CELLS	T CELLS	4	CD2;CD3D;CD3E;CD3G
CD3 blue markers	high in both	CD3D; CD3G	at least 2	CD3D; CD3G	2	4.0	Other	biorxiv	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	T-CELL	T CELL	3	CD3D;CD3E;CD3G
CD3 blue markers	high in both	CD3D; CD3G	all	CD3D; CD3G	2	4.0	Other	hca	hca:0076_10.1016_j.cell.2021.01.053_e0734afb82	CD4 AND CD8 T CELLS	CD 4 AND CD 8 T CELLS	6	CD40LG;CD8A;CD3D;CD8B;CD3E;CD3G
CD3 blue markers	high in both	CD3D; CD3G	all	CD3D; CD3G	2			hca	hca:0345_10.3389_fimmu.2021.645666_15198bd9bb	CD4+ T CELL	CD 4 T CELL	22	CD4;HSPA5;RHOA;ACTB;EZR;ALDH2;ITGA4;CALL;PGD;MSN;ITGB1;TKT;SYK;PDIA3;CD3D;IL7R;UBB;PPP1CA;GRB2;CD3E;LYN;CD3G
CD3 blue markers	high in both	CD3D; CD3G	all	CD3D; CD3G	2			hca	hca:0345_10.3389_fimmu.2021.645666_15198bd9bb	CD8+ T CELL	CD 8 T CELL	18	RHOA;ACTB;PTPN6;ZAP70;ITGA4;CALL;ITGB1;CD8A;PDIA3;CD3D;IL7R;CD8B;PPP1CA;GRB2;CD247;CD3E;LYN;CD3G
CD3 blue markers	high in both	CD3D; CD3G	all	CD3D; CD3G	2	4.0	Other	biorxiv	biorxiv:1fa7b83f-6da7-1014-a69d-d257852e8dd1	T CELL	T CELL	3	CD3D;CD3E;CD3G
CD3 blue markers	high in both	CD3D; CD3G	all	CD3D; CD3G	2	4.0	Other	biorxiv	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	T CELL	T CELL	4	CD3D;TRBC1;TRAC;CD3G
CD3 blue markers	high in both	CD3D; CD3G	all	CD3D; CD3G	2	4.0	Other	biorxiv	biorxiv:8e460cfc-7020-1014-9694-e5bf39316223	T CELL	T CELL	3	CD3D;CD3E;CD3G
CD3 blue markers	high in both	CD3D; CD3G	all	CD3D; CD3G	2	4.0	Other	hca	hca:0164_10.1177_00220345221147908_13bf485ac8	T CELL	T CELL	3	CD3D;CD3E;CD3G
CD3 blue markers	high in both	CD3D; CD3G	all	CD3D; CD3G	2	4.0	Other	hca	hca:0418_10.1038_s42003-020-0922-4_8904851286	T CELL	T CELL	4	CD3D;LCK;CD3E;CD3G
CD3 blue markers	high in both	CD3D; CD3G	all	CD3D; CD3G	2	4.0	Other	hca	hca:0481_10.1016_j.immuni.2023.01.002_2da3d3f446	T CELL	T CELL	3	CD3D;CD3E;CD3G
CD3 blue markers	high in both	CD3D; CD3G	all	CD3D; CD3G	2	4.0	Other	hca	hca:0109_10.7554_elife.91792.1_056dda27be	T CELLS	T CELLS	5	CD3D;CD247;CD3E;TRAC;CD3G
CD3 blue markers	high in both	CD3D; CD3G	all	CD3D; CD3G	2	4.0	Other	hca	hca:0291_10.1016_j.cell.2019.06.024_7d6cf2f1e2	T CELLS	T CELLS	4	CD2;CD3D;CD3E;CD3G
CD3 blue markers	high in both	CD3D; CD3G	all	CD3D; CD3G	2	4.0	Other	biorxiv	biorxiv:307b2bd7-6cb9-1014-a6b4-a58a7220bba3	T-CELL	T CELL	3	CD3D;CD3E;CD3G
Treg blue marker	high in both	FOXP3	any	FOXP3	1	2.0	Exhaustion	hca	hca:0405_10.1016_j.ccell.2021.03.007_50f32173d6	CD4 + TREG	CD 4 TREG	4	FOXP3;BATF;CTLA4;TIGIT
Treg blue marker	high in both	FOXP3	any	FOXP3	1			hca	hca:0219_10.1016_j.cell.2020.06.026_35457f0d2b	CD4+ T CELL	CD 4 T CELL	11	CD4;CD44;FOXP3;AREG;CD69;NR4A1;IL2RA;KLRG1;CD3D;IL7R;SELL
Treg blue marker	high in both	FOXP3	any	FOXP3	1			biorxiv	biorxiv:446f40c7-6f7f-1014-8708-b70b3848c315	CD4+CTLA4+T CELL	CD 4 CTLA 4 T CELL	4	CD4;FOXP3;CTLA4;PDCD1
Treg blue marker	high in both	FOXP3	any	FOXP3	1	2.0	Regulatory	biorxiv	biorxiv:e2efdcad-73c4-1014-9c6c-8a89f519fd2d	CD4.4	CD 4 4	4	IKZF2;FOXP3;IL2RA;CTLA4
Treg blue marker	high in both	FOXP3	any	FOXP3	1	2.0	Regulatory	hca	hca:0215_10.1038_s42003-020-01625-6_cc9e14f4ea	CD4_5	CD 4 5	7	FOXP3;IL2RA;CTLA4;CCR8;TIGIT;TNFRSF18;LAYN
Treg blue marker	high in both	FOXP3	any	FOXP3	1	2.0	Exhaustion	hca	hca:0319_10.1016_j.cell.2018.05.060_d1a05e99e8	EXHAUSTED T-CELL, T-REGULATORY CELL	EXHAUSTED T CELL T REGULATORY CELL	6	FOXP3;LAG3;CTLA4;TIGIT;TNFRSF4;PDCD1
Treg blue marker	high in both	FOXP3	any	FOXP3	1	2.0	Exhaustion	hca	hca:0264_10.1186_s13059-022-02677-z_ec9d743757	FOXP3 CD4+ TREG	FOXP 3 CD 4 TREG	3	FOXP3;LAG3;CTLA4
Treg blue marker	high in both	FOXP3	any	FOXP3	1	2.0	Regulatory	biorxiv	biorxiv:9e5c18fc-76e5-1014-9f81-96148d260e0f	REGULATORY T CELL	REGULATORY T CELL	3	FOXP3;IL2RA;IL7R
Treg blue marker	high in both	FOXP3	any	FOXP3	1	2.0	Regulatory	hca	hca:0426_10.1038_s41467-019-12464-3_0f8440336d	REGULATORY T CELL (TREG)	REGULATORY T CELL TREG	3	FOXP3;IL2RA;CTLA4
Treg blue marker	high in both	FOXP3	any	FOXP3	1			biorxiv	biorxiv:b71d9b5e-6f1d-1014-9408-ec8c7da502b4	T CELL	T CELL	4	CD4;FOXP3;CD68;CD8A
Treg blue marker	high in both	FOXP3	any	FOXP3	1	2.0	Exhaustion	biorxiv	biorxiv:96c0ca44-7598-1014-bd6e-c97aae1f298a	TREG	TREG	4	FOXP3;BATF;CTLA4;ICOS
Treg blue marker	high in both	FOXP3	any	FOXP3	1	2.0	Exhaustion	hca	hca:0047_10.15252_embj.2020107333_a4d0f57474	TREG	TREG	4	FOXP3;HAVCR2;CTLA4;TIGIT
Treg blue marker	high in both	FOXP3	any	FOXP3	1	2.0	Regulatory	hca	hca:0098_10.1038_s41586-020-03148-w_f50cb505c0	TREG	TREG	3	FOXP3;IL2RA;IL7R
Treg blue marker	high in both	FOXP3	any	FOXP3	1	2.0	Exhaustion	hca	hca:0124_10.1126_science.aba6500_a77c502bf7	TREG	TREG	3	FOXP3;CTLA4;TIGIT
Treg blue marker	high in both	FOXP3	any	FOXP3	1			hca	hca:0350_10.1038_s41421-020-0157-z_3083f6da26	TREG	TREG	9	ICA1;FOXP3;IL2RA;ARID5B;GBP2;CTLA4;CORO1B;RTKN2;FANK1
Treg blue marker	high in both	FOXP3	any	FOXP3	1			hca	hca:0366_10.1038_s41467-021-22164-6_097f05776f	TREG	TREG	19	TNFRSF9;FOXP3;PRDM1;TOX2;IL6ST;IL2RA;IL10;ENTPD1;BATF;CTLA4;ICOS;LAIR2;GLRX;MAF;TIGIT;TNFRSF4;PDCD1;TOX;GPX1
Treg blue marker	high in both	FOXP3	any	FOXP3	1			hca	hca:0402_10.1016_j.cell.2021.04.038_26e3dc6d2f	TREG	TREG	9	IL32;FOXP3;CNIH1;RAB33A;STAM;BATF;CTLA4;TIGIT;TNFRSF18
Treg blue marker	high in both	FOXP3	any	FOXP3	1			hca	hca:0426_10.1038_s41467-019-12464-3_0f8440336d	TREG	TREG	4	FOXP3;IRF4;CTLA4;TNFRSF4
Treg blue marker	high in both	FOXP3	any	FOXP3	1	2.0	Exhaustion	hca	hca:0432_10.1172_jci.insight.156341_02dc39adcf	TREG	TREG	5	FOXP3;CD27;CTLA4;ICOS;TIGIT
Treg blue marker	high in both	FOXP3	any	FOXP3	1	2.0	Exhaustion	hca	hca:0474_10.3389_fimmu.2021.689019_ff96e36403	TREG	TREG	7	TNFRSF9;FOXP3;IL2RA;CTLA4;ICOS;CD28;TIGIT
Treg blue marker	high in both	FOXP3	any	FOXP3	1	2.0	Regulatory	hca	hca:0506_10.1038_s41591-022-01680-y_160aaf8b86	TREG	TREG	8	IKZF2;FOXP3;IL2RA;BATF;CTLA4;TNFRSF4;TNFRSF18;LAYN
Treg blue marker	high in both	FOXP3	any	FOXP3	1			biorxiv	biorxiv:e2efdcad-73c4-1014-9c6c-8a89f519fd2d	TREG.2	TREG 2	16	TNFRSF1B;TNFRSF9;FOXP3;PKM;ENO1;LAG3;GAPDH;LDHA;HAVCR2;CTLA4;ICOS;LAIR2;TIGIT;TNFRSF4;TNFRSF18;PDCD1
Treg blue marker	high in both	FOXP3	any	FOXP3	1			hca	hca:0394_10.1038_s41591-021-01329-2_7dcc6ae73c	ΑΒ T CELLS	T CELLS	4	IKZF2;FOXP3;CD40LG;CCR7
Treg blue marker	high in both	FOXP3	all	FOXP3	1	2.0	Exhaustion	hca	hca:0405_10.1016_j.ccell.2021.03.007_50f32173d6	CD4 + TREG	CD 4 TREG	4	FOXP3;BATF;CTLA4;TIGIT
Treg blue marker	high in both	FOXP3	all	FOXP3	1			hca	hca:0219_10.1016_j.cell.2020.06.026_35457f0d2b	CD4+ T CELL	CD 4 T CELL	11	CD4;CD44;FOXP3;AREG;CD69;NR4A1;IL2RA;KLRG1;CD3D;IL7R;SELL
Treg blue marker	high in both	FOXP3	all	FOXP3	1			biorxiv	biorxiv:446f40c7-6f7f-1014-8708-b70b3848c315	CD4+CTLA4+T CELL	CD 4 CTLA 4 T CELL	4	CD4;FOXP3;CTLA4;PDCD1
Treg blue marker	high in both	FOXP3	all	FOXP3	1	2.0	Regulatory	biorxiv	biorxiv:e2efdcad-73c4-1014-9c6c-8a89f519fd2d	CD4.4	CD 4 4	4	IKZF2;FOXP3;IL2RA;CTLA4
Treg blue marker	high in both	FOXP3	all	FOXP3	1	2.0	Regulatory	hca	hca:0215_10.1038_s42003-020-01625-6_cc9e14f4ea	CD4_5	CD 4 5	7	FOXP3;IL2RA;CTLA4;CCR8;TIGIT;TNFRSF18;LAYN
Treg blue marker	high in both	FOXP3	all	FOXP3	1	2.0	Exhaustion	hca	hca:0319_10.1016_j.cell.2018.05.060_d1a05e99e8	EXHAUSTED T-CELL, T-REGULATORY CELL	EXHAUSTED T CELL T REGULATORY CELL	6	FOXP3;LAG3;CTLA4;TIGIT;TNFRSF4;PDCD1
Treg blue marker	high in both	FOXP3	all	FOXP3	1	2.0	Exhaustion	hca	hca:0264_10.1186_s13059-022-02677-z_ec9d743757	FOXP3 CD4+ TREG	FOXP 3 CD 4 TREG	3	FOXP3;LAG3;CTLA4
Treg blue marker	high in both	FOXP3	all	FOXP3	1	2.0	Regulatory	biorxiv	biorxiv:9e5c18fc-76e5-1014-9f81-96148d260e0f	REGULATORY T CELL	REGULATORY T CELL	3	FOXP3;IL2RA;IL7R
Treg blue marker	high in both	FOXP3	all	FOXP3	1	2.0	Regulatory	hca	hca:0426_10.1038_s41467-019-12464-3_0f8440336d	REGULATORY T CELL (TREG)	REGULATORY T CELL TREG	3	FOXP3;IL2RA;CTLA4
Treg blue marker	high in both	FOXP3	all	FOXP3	1			biorxiv	biorxiv:b71d9b5e-6f1d-1014-9408-ec8c7da502b4	T CELL	T CELL	4	CD4;FOXP3;CD68;CD8A
Treg blue marker	high in both	FOXP3	all	FOXP3	1	2.0	Exhaustion	biorxiv	biorxiv:96c0ca44-7598-1014-bd6e-c97aae1f298a	TREG	TREG	4	FOXP3;BATF;CTLA4;ICOS
Treg blue marker	high in both	FOXP3	all	FOXP3	1	2.0	Exhaustion	hca	hca:0047_10.15252_embj.2020107333_a4d0f57474	TREG	TREG	4	FOXP3;HAVCR2;CTLA4;TIGIT
Treg blue marker	high in both	FOXP3	all	FOXP3	1	2.0	Regulatory	hca	hca:0098_10.1038_s41586-020-03148-w_f50cb505c0	TREG	TREG	3	FOXP3;IL2RA;IL7R
Treg blue marker	high in both	FOXP3	all	FOXP3	1	2.0	Exhaustion	hca	hca:0124_10.1126_science.aba6500_a77c502bf7	TREG	TREG	3	FOXP3;CTLA4;TIGIT
Treg blue marker	high in both	FOXP3	all	FOXP3	1			hca	hca:0350_10.1038_s41421-020-0157-z_3083f6da26	TREG	TREG	9	ICA1;FOXP3;IL2RA;ARID5B;GBP2;CTLA4;CORO1B;RTKN2;FANK1
Treg blue marker	high in both	FOXP3	all	FOXP3	1			hca	hca:0366_10.1038_s41467-021-22164-6_097f05776f	TREG	TREG	19	TNFRSF9;FOXP3;PRDM1;TOX2;IL6ST;IL2RA;IL10;ENTPD1;BATF;CTLA4;ICOS;LAIR2;GLRX;MAF;TIGIT;TNFRSF4;PDCD1;TOX;GPX1
Treg blue marker	high in both	FOXP3	all	FOXP3	1			hca	hca:0402_10.1016_j.cell.2021.04.038_26e3dc6d2f	TREG	TREG	9	IL32;FOXP3;CNIH1;RAB33A;STAM;BATF;CTLA4;TIGIT;TNFRSF18
Treg blue marker	high in both	FOXP3	all	FOXP3	1			hca	hca:0426_10.1038_s41467-019-12464-3_0f8440336d	TREG	TREG	4	FOXP3;IRF4;CTLA4;TNFRSF4
Treg blue marker	high in both	FOXP3	all	FOXP3	1	2.0	Exhaustion	hca	hca:0432_10.1172_jci.insight.156341_02dc39adcf	TREG	TREG	5	FOXP3;CD27;CTLA4;ICOS;TIGIT
Treg blue marker	high in both	FOXP3	all	FOXP3	1	2.0	Exhaustion	hca	hca:0474_10.3389_fimmu.2021.689019_ff96e36403	TREG	TREG	7	TNFRSF9;FOXP3;IL2RA;CTLA4;ICOS;CD28;TIGIT
Treg blue marker	high in both	FOXP3	all	FOXP3	1	2.0	Regulatory	hca	hca:0506_10.1038_s41591-022-01680-y_160aaf8b86	TREG	TREG	8	IKZF2;FOXP3;IL2RA;BATF;CTLA4;TNFRSF4;TNFRSF18;LAYN
Treg blue marker	high in both	FOXP3	all	FOXP3	1			biorxiv	biorxiv:e2efdcad-73c4-1014-9c6c-8a89f519fd2d	TREG.2	TREG 2	16	TNFRSF1B;TNFRSF9;FOXP3;PKM;ENO1;LAG3;GAPDH;LDHA;HAVCR2;CTLA4;ICOS;LAIR2;TIGIT;TNFRSF4;TNFRSF18;PDCD1
Treg blue marker	high in both	FOXP3	all	FOXP3	1			hca	hca:0394_10.1038_s41591-021-01329-2_7dcc6ae73c	ΑΒ T CELLS	T CELLS	4	IKZF2;FOXP3;CD40LG;CCR7
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	any	TNFRSF9; BATF; TNFRSF4	3			hca	hca:0366_10.1038_s41467-021-22164-6_097f05776f	TREG	TREG	19	TNFRSF9;FOXP3;PRDM1;TOX2;IL6ST;IL2RA;IL10;ENTPD1;BATF;CTLA4;ICOS;LAIR2;GLRX;MAF;TIGIT;TNFRSF4;PDCD1;TOX;GPX1
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	any	TNFRSF9; TNFRSF4	2			hca	hca:0180_10.1016_j.immuni.2019.11.014_dd3bbb9bc1	CD4+ TREG	CD 4 TREG	7	TNFRSF9;IFIT3;ISG20;IFIT1;IFITM1;TNFRSF4;TNFRSF18
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	any	BATF; TNFRSF4	2	2.0	Regulatory	hca	hca:0506_10.1038_s41591-022-01680-y_160aaf8b86	TREG	TREG	8	IKZF2;FOXP3;IL2RA;BATF;CTLA4;TNFRSF4;TNFRSF18;LAYN
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	any	TNFRSF9; TNFRSF4	2			biorxiv	biorxiv:e2efdcad-73c4-1014-9c6c-8a89f519fd2d	TREG.2	TREG 2	16	TNFRSF1B;TNFRSF9;FOXP3;PKM;ENO1;LAG3;GAPDH;LDHA;HAVCR2;CTLA4;ICOS;LAIR2;TIGIT;TNFRSF4;TNFRSF18;PDCD1
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	any	BATF	1			hca	hca:0382_10.1371_journal.pbio.3002124_f92c982127	ACTIVATED T CELLS	ACTIVATED T CELLS	12	TIMP1;IL23A;CCL20;GNLY;IRF1;IL2RA;KLRC1;GZMA;GBP5;BATF;CSF2;CXCL8
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	any	TNFRSF4	1			hca	hca:0233_10.1038_s41590-025-02241-4_110ace5bba	CD4 + T CELL	CD 4 T CELL	10	IFNGR1;GZMH;GNLY;IL18R1;IL10;IL18BP;GZMA;CTLA4;TIGIT;TNFRSF4
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	any	BATF	1	2.0	Exhaustion	hca	hca:0405_10.1016_j.ccell.2021.03.007_50f32173d6	CD4 + TREG	CD 4 TREG	4	FOXP3;BATF;CTLA4;TIGIT
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	any	TNFRSF4	1			hca	hca:0378_10.1101_2022.06.17.496207_92cb140ff3	CD4 T-NFΚB	CD 4 T NFB	3	NFKB2;TNFRSF4;TNFRSF18
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	any	TNFRSF9	1			hca	hca:0364_10.1161_circulationaha.120.046528_00aa2deb4c	CD4_TREG	CD 4 TREG	7	TNFRSF9;CCR6;ID3;IL2RA;CTLA4;TNFRSF18;LTB
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	any	TNFRSF9	1			hca	hca:0247_10.1038_s41591-018-0096-5_140f8f392a	CD8+ T CELL	CD 8 T CELL	11	TNFRSF9;LAG3;GZMH;GZMB;HAVCR2;CD27;GZMA;CD8A;CTLA4;TIGIT;PDCD1
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	any	TNFRSF9	1			hca	hca:0379_10.1038_s41698-022-00300-9_7bb9a273c6	EXHAUSTED CD8+ T CELL	EXHAUSTED CD 8 T CELL	11	TNFRSF9;LAG3;GZMB;STMN1;CXCL13;HMGB2;PRF1;TIGIT;TUBB4B;PDCD1;XBP1
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	any	TNFRSF4	1	2.0	Exhaustion	hca	hca:0319_10.1016_j.cell.2018.05.060_d1a05e99e8	EXHAUSTED T-CELL, T-REGULATORY CELL	EXHAUSTED T CELL T REGULATORY CELL	6	FOXP3;LAG3;CTLA4;TIGIT;TNFRSF4;PDCD1
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	any	TNFRSF9	1	2.0	Exhaustion	biorxiv	biorxiv:de6d33dd-734f-1014-a302-e21bedf0ba65	EXHAUSTION-LIKE CD8+ CAR-T CELL	EXHAUSTION LIKE CD 8 CAR T CELL	5	TNFRSF9;HAVCR2;CTLA4;TIGIT;CCL3
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	any	TNFRSF4	1			hca	hca:0382_10.1371_journal.pbio.3002124_f92c982127	REGULATORY T CELLS	REGULATORY T CELLS	8	CCR7;IL2RA;CTLA4;ICOS;TIGIT;SOCS1;TNFRSF4;SELL
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	any	TNFRSF4	1			hca	hca:0350_10.1038_s41421-020-0157-z_3083f6da26	TEM	TEM	6	TIMP1;AQP3;IL7R;CD52;TNFRSF4;LTB
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	any	BATF	1	2.0	Exhaustion	biorxiv	biorxiv:96c0ca44-7598-1014-bd6e-c97aae1f298a	TREG	TREG	4	FOXP3;BATF;CTLA4;ICOS
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	any	TNFRSF4	1	2.0	Regulatory	biorxiv	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	TREG	TREG	5	IL2RA;CTLA4;TIGIT;TNFRSF4;TNFRSF18
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	any	TNFRSF9	1	2.0	Exhaustion	hca	hca:0379_10.1038_s41698-022-00300-9_7bb9a273c6	TREG	TREG	4	TNFRSF9;CD80;CTLA4;TIGIT
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	any	BATF	1			hca	hca:0402_10.1016_j.cell.2021.04.038_26e3dc6d2f	TREG	TREG	9	IL32;FOXP3;CNIH1;RAB33A;STAM;BATF;CTLA4;TIGIT;TNFRSF18
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	any	TNFRSF4	1			hca	hca:0426_10.1038_s41467-019-12464-3_0f8440336d	TREG	TREG	4	FOXP3;IRF4;CTLA4;TNFRSF4
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	any	TNFRSF9	1	2.0	Exhaustion	hca	hca:0474_10.3389_fimmu.2021.689019_ff96e36403	TREG	TREG	7	TNFRSF9;FOXP3;IL2RA;CTLA4;ICOS;CD28;TIGIT
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	any	BATF	1	2.0	Exhaustion	hca	hca:0047_10.15252_embj.2020107333_a4d0f57474	TREG SUBSET	TREG SUBSET	5	LAG3;HAVCR2;BATF;CTLA4;TIGIT
Costimulation orange markers	label enriched	BATF; TNFRSF4; TNFRSF9	at least 2	TNFRSF9; BATF; TNFRSF4	3			hca	hca:0366_10.1038_s41467-021-22164-6_097f05776f	TREG	TREG	19	TNFRSF9;FOXP3;PRDM1;TOX2;IL6ST;IL2RA;IL10;ENTPD1;BATF;CTLA4;ICOS;LAIR2;GLRX;MAF;TIGIT;TNFRSF4;PDCD1;TOX;GPX1
