cluster	profile_idx	profile_uid	paper_key	cell_type	normalized_cell_type	marker_names	marker_ids
3	2471	hca|0350_10.1038_s41421-020-0157-z_3083f6da26|TERMINAL DIFFERENTIATION STATE	hca:0350_10.1038_s41421-020-0157-z_3083f6da26	TERMINAL DIFFERENTIATION STATE	TERMINAL DIFFERENTIATION STATE	GZMB;GNLY;FGFBP2;SPON2;CX3CR1;PRF1	ENSG00000100453;ENSG00000115523;ENSG00000137441;ENSG00000159674;ENSG00000168329;ENSG00000180644
3	2509	hca|0356_10.3389_fcell.2020.00384_845548ef53|STIMC3	hca:0356_10.3389_fcell.2020.00384_845548ef53	STIMC3	STIMC 3	GZMB;KLRD1;XCL1;XCL2;PRF1	ENSG00000100453;ENSG00000134539;ENSG00000143184;ENSG00000143185;ENSG00000180644
3	2512	hca|0356_10.3389_fcell.2020.00384_845548ef53|UNSTIMC3	hca:0356_10.3389_fcell.2020.00384_845548ef53	UNSTIMC3	UNSTIMC 3	GZMH;GZMB;NKG7;GNLY;KLRD1;KLRC1;FGFBP2	ENSG00000100450;ENSG00000100453;ENSG00000105374;ENSG00000115523;ENSG00000134539;ENSG00000134545;ENSG00000137441
3	2515	hca|0357_10.1126_science.abf1970_a409ac73f2|CD8 GZMH	hca:0357_10.1126_science.abf1970_a409ac73f2	CD8 GZMH	CD 8 GZMH	LAG3;GZMH;GZMB;PRF1;CCL5	ENSG00000089692;ENSG00000100450;ENSG00000100453;ENSG00000180644;ENSG00000271503
3	2544	hca|0364_10.1161_circulationaha.120.046528_00aa2deb4c|CD8_TEMRA	hca:0364_10.1161_circulationaha.120.046528_00aa2deb4c	CD8_TEMRA	CD 8 TEMRA	GNLY;KLRD1;HOPX;PRF1;CCL5	ENSG00000115523;ENSG00000134539;ENSG00000171476;ENSG00000180644;ENSG00000271503
3	2581	hca|0366_10.1038_s41467-021-22164-6_097f05776f|CLUSTER 0–1 3	hca:0366_10.1038_s41467-021-22164-6_097f05776f	CLUSTER 0–1 3	CLUSTER 01 3	GZMB;IFNG;KLRC1	ENSG00000100453;ENSG00000111537;ENSG00000134545
3	2590	hca|0366_10.1038_s41467-021-22164-6_097f05776f|EFFECTOR CD8+ T CELLS	hca:0366_10.1038_s41467-021-22164-6_097f05776f	EFFECTOR CD8+ T CELLS	EFFECTOR CD 8 T CELLS	TBX21;GZMH;GZMB;IFNG;GZMK;KLRG1;GZMA;EOMES;PRF1;CCL5;CCL3;CCL4	ENSG00000073861;ENSG00000100450;ENSG00000100453;ENSG00000111537;ENSG00000113088;ENSG00000139187;ENSG00000145649;ENSG00000163508;ENSG00000180644;ENSG00000271503;ENSG00000274221;ENSG00000275302
3	2632	hca|0372_10.1016_j.ccell.2021.10.009_d6ab4790aa|NK CELLS	hca:0372_10.1016_j.ccell.2021.10.009_d6ab4790aa	NK CELLS	NK CELLS	GZMB;KLRD1;SPON2;PRF1;NCR1	ENSG00000100453;ENSG00000134539;ENSG00000159674;ENSG00000180644;ENSG00000189430
3	2669	hca|0378_10.1101_2022.06.17.496207_92cb140ff3|CD8 TRM	hca:0378_10.1101_2022.06.17.496207_92cb140ff3	CD8 TRM	CD 8 TRM	GZMH;GZMB;GZMA;GZMM	ENSG00000100450;ENSG00000100453;ENSG00000145649;ENSG00000197540
3	2670	hca|0378_10.1101_2022.06.17.496207_92cb140ff3|CD8-GZMK	hca:0378_10.1101_2022.06.17.496207_92cb140ff3	CD8-GZMK	CD 8 GZMK	GZMH;GZMB;GZMK;GZMA;GZMM	ENSG00000100450;ENSG00000100453;ENSG00000113088;ENSG00000145649;ENSG00000197540
3	2676	hca|0379_10.1038_s41698-022-00300-9_7bb9a273c6|MEMORY CD8+ T CELL	hca:0379_10.1038_s41698-022-00300-9_7bb9a273c6	MEMORY CD8+ T CELL	MEMORY CD 8 T CELL	GZMB;GZMK;PRF1	ENSG00000100453;ENSG00000113088;ENSG00000180644
3	2757	hca|0394_10.1038_s41591-021-01329-2_7dcc6ae73c|T H 1	hca:0394_10.1038_s41591-021-01329-2_7dcc6ae73c	T H 1	T H 1	TBX21;IFNG;TNF	ENSG00000073861;ENSG00000111537;ENSG00000204490
3	2821	hca|0405_10.1016_j.ccell.2021.03.007_50f32173d6|CD4 + EFFECTOR	hca:0405_10.1016_j.ccell.2021.03.007_50f32173d6	CD4 + EFFECTOR	CD 4 EFFECTOR	NKG7;GZMK;GZMA	ENSG00000105374;ENSG00000113088;ENSG00000145649
3	2891	hca|0420_10.1111_cas.15979_052ebae233|CD8+ CYTOTOXIC T CELL	hca:0420_10.1111_cas.15979_052ebae233	CD8+ CYTOTOXIC T CELL	CD 8 CYTOTOXIC T CELL	GZMB;NKG7;GZMK;GZMA;PRF1	ENSG00000100453;ENSG00000105374;ENSG00000113088;ENSG00000145649;ENSG00000180644
3	2966	hca|0432_10.1172_jci.insight.156341_02dc39adcf|LN T CELL	hca:0432_10.1172_jci.insight.156341_02dc39adcf	LN T CELL	LN T CELL	GZMH;GZMB;GNLY;PRF1	ENSG00000100450;ENSG00000100453;ENSG00000115523;ENSG00000180644
3	3120	hca|0471_10.1038_s41467-019-11947-7_0514f87944|MATURE NK	hca:0471_10.1038_s41467-019-11947-7_0514f87944	MATURE NK	MATURE NK	GZMH;GZMB;GZMA;PRF1	ENSG00000100450;ENSG00000100453;ENSG00000145649;ENSG00000180644
3	3138	hca|0474_10.3389_fimmu.2021.689019_ff96e36403|CLUSTER 1 CD8+ T CELL	hca:0474_10.3389_fimmu.2021.689019_ff96e36403	CLUSTER 1 CD8+ T CELL	CLUSTER 1 CD 8 T CELL	GZMK;XCL1;XCL2;GZMA;GZMM;CCL4	ENSG00000113088;ENSG00000143184;ENSG00000143185;ENSG00000145649;ENSG00000197540;ENSG00000275302
3	3144	hca|0474_10.3389_fimmu.2021.689019_ff96e36403|CLUSTER 4 T CELL	hca:0474_10.3389_fimmu.2021.689019_ff96e36403	CLUSTER 4 T CELL	CLUSTER 4 T CELL	GNLY;FGFBP2;PRF1;FCGR3A	ENSG00000115523;ENSG00000137441;ENSG00000180644;ENSG00000203747
3	3158	hca|0479_10.1016_j.xcrm.2022.100657_bf09154d98|CTL-4	hca:0479_10.1016_j.xcrm.2022.100657_bf09154d98	CTL-4	CTL 4	CD69;IFNG;TNF	ENSG00000110848;ENSG00000111537;ENSG00000204490
3	3180	hca|0480_10.1038_s41590-019-0398-x_7e5ee33388|CT1	hca:0480_10.1038_s41590-019-0398-x_7e5ee33388	CT1	CT 1	TYROBP;GZMB;GNLY;NCAM1;PRF1	ENSG00000011600;ENSG00000100453;ENSG00000115523;ENSG00000149294;ENSG00000180644
3	3301	hca|0501_10.1126_sciimmunol.abb8786_1f1edec8bd|CD8 MEMORY BLOOD	hca:0501_10.1126_sciimmunol.abb8786_1f1edec8bd	CD8 MEMORY BLOOD	CD 8 MEMORY BLOOD	NKG7;GZMK;S100A4;CCL5	ENSG00000105374;ENSG00000113088;ENSG00000196154;ENSG00000271503
3	3320	hca|0506_10.1038_s41591-022-01680-y_160aaf8b86|ACTIVATED/EFFECTOR T CELL	hca:0506_10.1038_s41591-022-01680-y_160aaf8b86	ACTIVATED/EFFECTOR T CELL	ACTIVATED EFFECTOR T CELL	GZMB;CD40LG;GZMA;PRF1	ENSG00000100453;ENSG00000102245;ENSG00000145649;ENSG00000180644
4	32	biorxiv|0bd28b37-6e2e-1014-871e-a496f0a6bacd|EPITHELIAL DIFFERENTIATED	biorxiv:0bd28b37-6e2e-1014-871e-a496f0a6bacd	EPITHELIAL DIFFERENTIATED	EPITHELIAL DIFFERENTIATED	S100A8;S100A9;SPRR1B	ENSG00000143546;ENSG00000163220;ENSG00000169469
4	33	biorxiv|0bd28b37-6e2e-1014-871e-a496f0a6bacd|EPITHELIAL DIFFERENTIATION	biorxiv:0bd28b37-6e2e-1014-871e-a496f0a6bacd	EPITHELIAL DIFFERENTIATION	EPITHELIAL DIFFERENTIATION	S100A8;S100A7;S100A9;SPRR1B;KRT6B;KRT16	ENSG00000143546;ENSG00000143556;ENSG00000163220;ENSG00000169469;ENSG00000185479;ENSG00000186832
4	98	biorxiv|1f87890c-7e00-1014-91de-cf40554be0ec|CD14+ MONOCYTE	biorxiv:1f87890c-7e00-1014-91de-cf40554be0ec	CD14+ MONOCYTE	CD 14 MONOCYTE	LYZ;LGALS3;S100A8;CD14	ENSG00000090382;ENSG00000131981;ENSG00000143546;ENSG00000170458
4	214	biorxiv|396ad855-6e2e-1014-85f5-9bd33dea0f81|CD14+ MONOCYTE	biorxiv:396ad855-6e2e-1014-85f5-9bd33dea0f81	CD14+ MONOCYTE	CD 14 MONOCYTE	VCAN;MS4A6A;LGALS3;S100A8;S100A9;CD14;CD163	ENSG00000038427;ENSG00000110077;ENSG00000131981;ENSG00000143546;ENSG00000163220;ENSG00000170458;ENSG00000177575
4	279	biorxiv|5200cce7-72d7-1014-98f6-994ae061fa4b|MONOCYTE	biorxiv:5200cce7-72d7-1014-98f6-994ae061fa4b	MONOCYTE	MONOCYTE	S100A8;S100A9;LAIR1	ENSG00000143546;ENSG00000163220;ENSG00000167613
4	302	biorxiv|5a3c7d4e-70da-1014-80b6-cd48bfa975fe|CLUSTER 4	biorxiv:5a3c7d4e-70da-1014-80b6-cd48bfa975fe	CLUSTER 4	CLUSTER 4	VCAN;S100A8;S100A12	ENSG00000038427;ENSG00000143546;ENSG00000163221
4	309	biorxiv|5a3c7d4e-70da-1014-80b6-cd48bfa975fe|MNPS	biorxiv:5a3c7d4e-70da-1014-80b6-cd48bfa975fe	MNPS	MNPS	LYZ;CD68;CD14	ENSG00000090382;ENSG00000129226;ENSG00000170458
4	318	biorxiv|5dff1c13-6c00-1014-9211-b5130fed8524|ACTIVATED NEUTROPHILS	biorxiv:5dff1c13-6c00-1014-9211-b5130fed8524	ACTIVATED NEUTROPHILS	ACTIVATED NEUTROPHILS	RETN;S100A8;S100A9;S100A12	ENSG00000104918;ENSG00000143546;ENSG00000163220;ENSG00000163221
4	587	biorxiv|a6ffed23-717d-1014-ae02-d2e67f78dddd|MYELOID CELL	biorxiv:a6ffed23-717d-1014-ae02-d2e67f78dddd	MYELOID CELL	MYELOID CELL	LYZ;C1QB;AIF1	ENSG00000090382;ENSG00000173369;ENSG00000204472
4	601	biorxiv|ab05f819-6c04-1014-81aa-9646e853264a|MONOCYTE	biorxiv:ab05f819-6c04-1014-81aa-9646e853264a	MONOCYTE	MONOCYTE	CD14;CSF1R;TREML4	ENSG00000170458;ENSG00000182578;ENSG00000188056
4	648	biorxiv|b88cbe76-6c0b-1014-a018-e498be98267a|MACROPHAGE	biorxiv:b88cbe76-6c0b-1014-a018-e498be98267a	MACROPHAGE	MACROPHAGE	LYZ;CD14;AIF1	ENSG00000090382;ENSG00000170458;ENSG00000204472
4	668	biorxiv|bc260922-6c47-1014-a865-fe4e19bf3ea8|BASAL2	biorxiv:bc260922-6c47-1014-a865-fe4e19bf3ea8	BASAL2	BASAL 2	S100A8;S100A9;KRT16	ENSG00000143546;ENSG00000163220;ENSG00000186832
4	686	biorxiv|c245f005-7ab6-1014-adbd-b49bd8bfffbc|MONOCYTE	biorxiv:c245f005-7ab6-1014-adbd-b49bd8bfffbc	MONOCYTE	MONOCYTE	LYZ;S100A9;CD14	ENSG00000090382;ENSG00000163220;ENSG00000170458
4	708	biorxiv|c8264099-6fc3-1014-9d27-9ae05a0c1d33|MONOCYTE	biorxiv:c8264099-6fc3-1014-9d27-9ae05a0c1d33	MONOCYTE	MONOCYTE	S100A8;S100A9;CD14	ENSG00000143546;ENSG00000163220;ENSG00000170458
4	757	biorxiv|d2042444-7138-1014-94ac-a1f590fd3173|MONOCYTE	biorxiv:d2042444-7138-1014-94ac-a1f590fd3173	MONOCYTE	MONOCYTE	FCN1;S100A8;S100A9	ENSG00000085265;ENSG00000143546;ENSG00000163220
4	815	biorxiv|e2efdcad-73c4-1014-9c6c-8a89f519fd2d|CDC2.1	biorxiv:e2efdcad-73c4-1014-9c6c-8a89f519fd2d	CDC2.1	CDC 2 1	VCAN;APOE;S100A8;S100A9;CD14	ENSG00000038427;ENSG00000130203;ENSG00000143546;ENSG00000163220;ENSG00000170458
4	830	biorxiv|e3312584-7421-1014-b0a7-823d4471ccf1|MACROPHAGE	biorxiv:e3312584-7421-1014-b0a7-823d4471ccf1	MACROPHAGE	MACROPHAGE	CD14;C1QB;FCGR3A	ENSG00000170458;ENSG00000173369;ENSG00000203747
4	852	biorxiv|e6e04172-6c15-1014-9229-c57ac33d21f6|MONOCYTE	biorxiv:e6e04172-6c15-1014-9229-c57ac33d21f6	MONOCYTE	MONOCYTE	LYZ;S100A8;S100A9;CD14	ENSG00000090382;ENSG00000143546;ENSG00000163220;ENSG00000170458
4	876	biorxiv|ebaf49e5-7438-1014-8951-c3e925f71d14|DYSFUNCTIONAL CD14 MONOCYTE	biorxiv:ebaf49e5-7438-1014-8951-c3e925f71d14	DYSFUNCTIONAL CD14 MONOCYTE	DYSFUNCTIONAL CD 14 MONOCYTE	TSPO;S100A8;S100A9;S100A12;S100A6	ENSG00000100300;ENSG00000143546;ENSG00000163220;ENSG00000163221;ENSG00000197956
4	918	biorxiv|f3be1d12-72db-1014-a9a0-ac8d78e3151e|MONOCYTE-DERIVED CELL	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	MONOCYTE-DERIVED CELL	MONOCYTE DERIVED CELL	VCAN;S100A8;S100A9	ENSG00000038427;ENSG00000143546;ENSG00000163220
4	919	biorxiv|f3be1d12-72db-1014-a9a0-ac8d78e3151e|MYELOID CELL	biorxiv:f3be1d12-72db-1014-a9a0-ac8d78e3151e	MYELOID CELL	MYELOID CELL	LYZ;ITGAM;CD14	ENSG00000090382;ENSG00000169896;ENSG00000170458
4	933	biorxiv|f787a6d9-6ce3-1014-a3f6-a662a1333571|MONOCYTES	biorxiv:f787a6d9-6ce3-1014-a3f6-a662a1333571	MONOCYTES	MONOCYTES	S100A8;S100A9;CD14	ENSG00000143546;ENSG00000163220;ENSG00000170458
4	1008	hca|0013_10.1016_j.cell.2022.01.012_62a71f9225|CMONO	hca:0013_10.1016_j.cell.2022.01.012_62a71f9225	CMONO	CMONO	VCAN;S100A8;S100A9;S100A12;HMGB2	ENSG00000038427;ENSG00000143546;ENSG00000163220;ENSG00000163221;ENSG00000164104
4	1219	hca|0060_10.3389_fcell.2022.872688_ac00c45d48|MACROPHAGE	hca:0060_10.3389_fcell.2022.872688_ac00c45d48	MACROPHAGE	MACROPHAGE	CD68;CD14;CD163	ENSG00000129226;ENSG00000170458;ENSG00000177575
4	1338	hca|0083_10.1126_sciimmunol.adz8650_c0046d094c|M1	hca:0083_10.1126_sciimmunol.adz8650_c0046d094c	M1	M 1	VCAN;FCN1;S100A8;S100A9	ENSG00000038427;ENSG00000085265;ENSG00000143546;ENSG00000163220
4	1443	hca|0095_10.1101_2021.09.16.460628_23a839e09f|MACROPHAGE	hca:0095_10.1101_2021.09.16.460628_23a839e09f	MACROPHAGE	MACROPHAGE	CD68;ITGAX;CD163	ENSG00000129226;ENSG00000140678;ENSG00000177575
4	1526	hca|0109_10.7554_elife.91792.1_056dda27be|INFLAMMATORY MONOCYTES	hca:0109_10.7554_elife.91792.1_056dda27be	INFLAMMATORY MONOCYTES	INFLAMMATORY MONOCYTES	S100A8;S100A9;CD14;FCGR3A	ENSG00000143546;ENSG00000163220;ENSG00000170458;ENSG00000203747
4	1528	hca|0109_10.7554_elife.91792.1_056dda27be|MONOCYTES	hca:0109_10.7554_elife.91792.1_056dda27be	MONOCYTES	MONOCYTES	FCN1;S100A8;S100A9;CD14;FCGR3A	ENSG00000085265;ENSG00000143546;ENSG00000163220;ENSG00000170458;ENSG00000203747
4	1545	hca|0113_10.1101_2021.04.28.441762_c83625bbe4|CLASSICAL	hca:0113_10.1101_2021.04.28.441762_c83625bbe4	CLASSICAL	CLASSICAL	S100A8;S100A9;S100A12	ENSG00000143546;ENSG00000163220;ENSG00000163221
4	1698	hca|0149_10.1038_s41368-023-00238-z_c77e60a0ab|MONOCYTE CELL LINEAGE	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	MONOCYTE CELL LINEAGE	MONOCYTE CELL LINEAGE	CD14;CD163;CSF1R	ENSG00000170458;ENSG00000177575;ENSG00000182578
4	1758	hca|0164_10.1177_00220345221147908_13bf485ac8|MONOCYTE	hca:0164_10.1177_00220345221147908_13bf485ac8	MONOCYTE	MONOCYTE	CD68;ITGAX;AIF1	ENSG00000129226;ENSG00000140678;ENSG00000204472
4	1802	hca|0182_10.1126_sciimmunol.abk1741_33c534a538|CLUSTER 2 CD4+ T CELL	hca:0182_10.1126_sciimmunol.abk1741_33c534a538	CLUSTER 2 CD4+ T CELL	CLUSTER 2 CD 4 T CELL	LYZ;S100A8;S100A9	ENSG00000090382;ENSG00000143546;ENSG00000163220
4	1816	hca|0184_10.1016_j.cell.2021.07.023_f621bea088|MACROPHAGE	hca:0184_10.1016_j.cell.2021.07.023_f621bea088	MACROPHAGE	MACROPHAGE	VCAN;CD14;FCGR3A	ENSG00000038427;ENSG00000170458;ENSG00000203747
4	1892	hca|0207_10.1016_j.immuni.2020.11.017_b182001861|MONOCYTE	hca:0207_10.1016_j.immuni.2020.11.017_b182001861	MONOCYTE	MONOCYTE	S100A8;ITGAM;CD14	ENSG00000143546;ENSG00000169896;ENSG00000170458
4	1982	hca|0228_10.1128_mbio.02583-20_5085db2792|MACROPHAGE	hca:0228_10.1128_mbio.02583-20_5085db2792	MACROPHAGE	MACROPHAGE	SIGLEC1;CD14;CD163	ENSG00000088827;ENSG00000170458;ENSG00000177575
4	2188	hca|0284_10.1002_hep4.1854_fe09f5fe1e|INFLAMMATORY MACROPHAGES	hca:0284_10.1002_hep4.1854_fe09f5fe1e	INFLAMMATORY MACROPHAGES	INFLAMMATORY MACROPHAGES	LYZ;S100A8;S100A9	ENSG00000090382;ENSG00000143546;ENSG00000163220
4	2307	hca|0302_10.1016_j.isci.2022.104772_3e028c0be0|IMMUNE 4	hca:0302_10.1016_j.isci.2022.104772_3e028c0be0	IMMUNE 4	IMMUNE 4	LGMN;CD14;CD163	ENSG00000100600;ENSG00000170458;ENSG00000177575
4	2308	hca|0302_10.1016_j.isci.2022.104772_3e028c0be0|IMMUNE 5	hca:0302_10.1016_j.isci.2022.104772_3e028c0be0	IMMUNE 5	IMMUNE 5	LGMN;CD14;CD163	ENSG00000100600;ENSG00000170458;ENSG00000177575
4	2393	hca|0325_10.1016_j.celrep.2017.10.030_a9d12a5d7c|MACROPHAGES	hca:0325_10.1016_j.celrep.2017.10.030_a9d12a5d7c	MACROPHAGES	MACROPHAGES	ANXA1;S100A8;S100A9;CD14;CRIP1	ENSG00000135046;ENSG00000143546;ENSG00000163220;ENSG00000170458;ENSG00000213145
4	2450	hca|0349_10.1038_s41467-023-36296-4_67ae3c1e19|MDSC	hca:0349_10.1038_s41467-023-36296-4_67ae3c1e19	MDSC	MDSC	S100A8;S100A9;S100A12	ENSG00000143546;ENSG00000163220;ENSG00000163221
4	2455	hca|0350_10.1038_s41421-020-0157-z_3083f6da26|CD14+ MO	hca:0350_10.1038_s41421-020-0157-z_3083f6da26	CD14+ MO	CD 14 MO	VCAN;LYZ;LGALS3;S100A8;S100A9;S100A12	ENSG00000038427;ENSG00000090382;ENSG00000131981;ENSG00000143546;ENSG00000163220;ENSG00000163221
4	2750	hca|0393_10.1038_s42255-022-00531-x_b92878970e|MACROPHAGES	hca:0393_10.1038_s42255-022-00531-x_b92878970e	MACROPHAGES	MACROPHAGES	SPI1;CD68;CD14;FCGR3A	ENSG00000066336;ENSG00000129226;ENSG00000170458;ENSG00000203747
4	2774	hca|0399_10.1016_j.immuni.2019.08.008_d590b8282e|CDC2S	hca:0399_10.1016_j.immuni.2019.08.008_d590b8282e	CDC2S	CDC 2 S	CD5;CD14;CD163	ENSG00000110448;ENSG00000170458;ENSG00000177575
4	2783	hca|0400_10.1038_s41467-022-35297-z_0eab5d0ba9|MP5	hca:0400_10.1038_s41467-022-35297-z_0eab5d0ba9	MP5	MP 5	VCAN;S100A8;S100A9;CD14	ENSG00000038427;ENSG00000143546;ENSG00000163220;ENSG00000170458
4	2862	hca|0414_10.1186_s13059-020-02210-0_30c1533a3e|MONOCYTE	hca:0414_10.1186_s13059-020-02210-0_30c1533a3e	MONOCYTE	MONOCYTE	VCAN;S100A8;S100A9;S100A12	ENSG00000038427;ENSG00000143546;ENSG00000163220;ENSG00000163221
4	2880	hca|0418_10.1038_s42003-020-0922-4_8904851286|MACROPHAGES AND DENDRITIC CELLS	hca:0418_10.1038_s42003-020-0922-4_8904851286	MACROPHAGES AND DENDRITIC CELLS	MACROPHAGES AND DENDRITIC CELLS	LYZ;CD68;ITGAX;HLA-DRA;AIF1	ENSG00000090382;ENSG00000129226;ENSG00000140678;ENSG00000204287;ENSG00000204472
4	2896	hca|0420_10.1111_cas.15979_052ebae233|MACROPHAGE	hca:0420_10.1111_cas.15979_052ebae233	MACROPHAGE	MACROPHAGE	CD68;CD14;FCGR3A	ENSG00000129226;ENSG00000170458;ENSG00000203747
4	3068	hca|0460_10.1016_j.cell.2021.08.003_652ffcecb6|MACROPHAGE	hca:0460_10.1016_j.cell.2021.08.003_652ffcecb6	MACROPHAGE	MACROPHAGE	S100A8;S100A9;S100A12	ENSG00000143546;ENSG00000163220;ENSG00000163221
4	3082	hca|0464_10.1126_science.aat5031_cfde7f776b|MNPA	hca:0464_10.1126_science.aat5031_cfde7f776b	MNPA	MNPA	LYZ;IL1B;S100A8;S100A9;CX3CR1;CD14	ENSG00000090382;ENSG00000125538;ENSG00000143546;ENSG00000163220;ENSG00000168329;ENSG00000170458
4	3083	hca|0464_10.1126_science.aat5031_cfde7f776b|MNPB	hca:0464_10.1126_science.aat5031_cfde7f776b	MNPB	MNPB	LYZ;IL1B;S100A8;S100A9;CX3CR1;FCGR3A	ENSG00000090382;ENSG00000125538;ENSG00000143546;ENSG00000163220;ENSG00000168329;ENSG00000203747
5	92	biorxiv|1e500b21-6c04-1014-adde-c104b14bbdad|CEFX-SPECIFIC BRAIN METASTASIS-INFILTRATING PD-1+ CD8+ T CELL	biorxiv:1e500b21-6c04-1014-adde-c104b14bbdad	CEFX-SPECIFIC BRAIN METASTASIS-INFILTRATING PD-1+ CD8+ T CELL	CEFX SPECIFIC BRAIN METASTASIS INFILTRATING PD 1 CD 8 T CELL	TCF7;IL7R;TOX	ENSG00000081059;ENSG00000168685;ENSG00000198846
5	101	biorxiv|1fa7b83f-6da7-1014-a69d-d257852e8dd1|NAÏVE T CELL	biorxiv:1fa7b83f-6da7-1014-a69d-d257852e8dd1	NAÏVE T CELL	NAIVE T CELL	TCF7;CCR7;LEF1;SELL	ENSG00000081059;ENSG00000126353;ENSG00000138795;ENSG00000188404
5	140	biorxiv|2696a317-6c07-1014-9562-d326b0aa508e|T CELL CLUSTER 1	biorxiv:2696a317-6c07-1014-9562-d326b0aa508e	T CELL CLUSTER 1	T CELL CLUSTER 1	CD4;TCF7;KLF2;LEF1;IL7R	ENSG00000010610;ENSG00000081059;ENSG00000127528;ENSG00000138795;ENSG00000168685
5	222	biorxiv|41a5df78-7c74-1014-a3a2-9b6aef50b1e5|PROGENITOR-EXHAUSTED–LIKE (TPEX-LIKE) CELLS	biorxiv:41a5df78-7c74-1014-a3a2-9b6aef50b1e5	PROGENITOR-EXHAUSTED–LIKE (TPEX-LIKE) CELLS	PROGENITOR EXHAUSTEDLIKE TPEX LIKE CELLS	TCF7;TOX2;CCR7;KLF2	ENSG00000081059;ENSG00000124191;ENSG00000126353;ENSG00000127528
5	258	biorxiv|4c4207c3-7213-1014-8a55-9b25fcf723e1|WGALOW	biorxiv:4c4207c3-7213-1014-8a55-9b25fcf723e1	WGALOW	WGALOW	CCR7;CD27;SELL	ENSG00000126353;ENSG00000139193;ENSG00000188404
5	358	biorxiv|6f28f2e1-6c20-1014-910c-d12c701e7668|MEMORY	biorxiv:6f28f2e1-6c20-1014-910c-d12c701e7668	MEMORY	MEMORY	TCF7;IL7R;FOS;SELL	ENSG00000081059;ENSG00000168685;ENSG00000170345;ENSG00000188404
5	377	biorxiv|750a2ba6-6eaa-1014-b156-e23e824a62e0|NAIVE T CELLS OR TCMS	biorxiv:750a2ba6-6eaa-1014-b156-e23e824a62e0	NAIVE T CELLS OR TCMS	NAIVE T CELLS OR TCMS	TCF7;CCR7;IL7R;SELL	ENSG00000081059;ENSG00000126353;ENSG00000168685;ENSG00000188404
5	484	biorxiv|96c0ca44-7598-1014-bd6e-c97aae1f298a|TCM	biorxiv:96c0ca44-7598-1014-bd6e-c97aae1f298a	TCM	TCM	TCF7;CCR7;LEF1;SELL	ENSG00000081059;ENSG00000126353;ENSG00000138795;ENSG00000188404
5	486	biorxiv|96c0ca44-7598-1014-bd6e-c97aae1f298a|TN	biorxiv:96c0ca44-7598-1014-bd6e-c97aae1f298a	TN	TN	TCF7;CCR7;LEF1;SELL	ENSG00000081059;ENSG00000126353;ENSG00000138795;ENSG00000188404
5	525	biorxiv|9ca649fd-6cf8-1014-8427-cac0001a663e|MEMORY CD4+ T CELL	biorxiv:9ca649fd-6cf8-1014-8427-cac0001a663e	MEMORY CD4+ T CELL	MEMORY CD 4 T CELL	CCR7;IL7R;S100A4	ENSG00000126353;ENSG00000168685;ENSG00000196154
5	612	biorxiv|ae5f009e-6d7a-1014-8ed6-cd1c0d2e0ada|CSF-UNEXPANDED T CELL	biorxiv:ae5f009e-6d7a-1014-8ed6-cd1c0d2e0ada	CSF-UNEXPANDED T CELL	CSF UNEXPANDED T CELL	TCF7;CCR7;LEF1;ITGB1;IL7R;SELL	ENSG00000081059;ENSG00000126353;ENSG00000138795;ENSG00000150093;ENSG00000168685;ENSG00000188404
5	809	biorxiv|e2efdcad-73c4-1014-9c6c-8a89f519fd2d|CD4.9	biorxiv:e2efdcad-73c4-1014-9c6c-8a89f519fd2d	CD4.9	CD 4 9	TCF7;CCR7;LEF1;TIGIT;PDCD1;SELL;TOX	ENSG00000081059;ENSG00000126353;ENSG00000138795;ENSG00000181847;ENSG00000188389;ENSG00000188404;ENSG00000198846
5	810	biorxiv|e2efdcad-73c4-1014-9c6c-8a89f519fd2d|CD8.2	biorxiv:e2efdcad-73c4-1014-9c6c-8a89f519fd2d	CD8.2	CD 8 2	TCF7;GZMK;CCR7;LEF1;SELL	ENSG00000081059;ENSG00000113088;ENSG00000126353;ENSG00000138795;ENSG00000188404
5	824	biorxiv|e2efdcad-73c4-1014-9c6c-8a89f519fd2d|TREG.1	biorxiv:e2efdcad-73c4-1014-9c6c-8a89f519fd2d	TREG.1	TREG 1	TCF7;CCR7;LEF1;SELL	ENSG00000081059;ENSG00000126353;ENSG00000138795;ENSG00000188404
5	831	biorxiv|e3312584-7421-1014-b0a7-823d4471ccf1|NAÏVE T CELL	biorxiv:e3312584-7421-1014-b0a7-823d4471ccf1	NAÏVE T CELL	NAIVE T CELL	CD4;TCF7;CCR7;IL7R;SELL;LTB	ENSG00000010610;ENSG00000081059;ENSG00000126353;ENSG00000168685;ENSG00000188404;ENSG00000204487
5	1473	hca|0099_10.1126_sciimmunol.abl9165_5f9974d5f2|TCM	hca:0099_10.1126_sciimmunol.abl9165_5f9974d5f2	TCM	TCM	CCR7;KLF2;CD3D;SELL	ENSG00000126353;ENSG00000127528;ENSG00000167286;ENSG00000188404
5	1572	hca|0123_10.1371_journal.pone.0267704_5a8157f0f3|CENTRAL MEMORY T CELL	hca:0123_10.1371_journal.pone.0267704_5a8157f0f3	CENTRAL MEMORY T CELL	CENTRAL MEMORY T CELL	TCF7;CCR7;SELL	ENSG00000081059;ENSG00000126353;ENSG00000188404
