resource	study_uid	context_uid	study_label	labelset	cell_type	normalized_cell_type	n_markers	n_local_private_markers	local_private_fraction	n_same_label_other_study_profiles	marker_fraction_recovered_by_same_label_other_studies	local_private_fraction_recovered_by_same_label_other_studies
LLMarkers	llmarkers|hca|0349_10.1038_s41467-023-36296-4_67ae3c1e19	llmarkers|hca|0349_10.1038_s41467-023-36296-4_67ae3c1e19	hca:0349_10.1038_s41467-023-36296-4_67ae3c1e19		C1QC+ MACROPHAGE	C 1 QC MACROPHAGE	3	3	1.0	0		
LLMarkers	llmarkers|hca|0349_10.1038_s41467-023-36296-4_67ae3c1e19	llmarkers|hca|0349_10.1038_s41467-023-36296-4_67ae3c1e19	hca:0349_10.1038_s41467-023-36296-4_67ae3c1e19		CDC3	CDC 3	3	3	1.0	0		
LLMarkers	llmarkers|hca|0349_10.1038_s41467-023-36296-4_67ae3c1e19	llmarkers|hca|0349_10.1038_s41467-023-36296-4_67ae3c1e19	hca:0349_10.1038_s41467-023-36296-4_67ae3c1e19		CTLA4+ CD8+ T CELL	CTLA 4 CD 8 T CELL	4	4	1.0	0		
LLMarkers	llmarkers|hca|0349_10.1038_s41467-023-36296-4_67ae3c1e19	llmarkers|hca|0349_10.1038_s41467-023-36296-4_67ae3c1e19	hca:0349_10.1038_s41467-023-36296-4_67ae3c1e19		ICAF	ICAF	4	4	1.0	1	0.0	0.0
LLMarkers	llmarkers|hca|0349_10.1038_s41467-023-36296-4_67ae3c1e19	llmarkers|hca|0349_10.1038_s41467-023-36296-4_67ae3c1e19	hca:0349_10.1038_s41467-023-36296-4_67ae3c1e19		MDSC	MDSC	3	3	1.0	0		
LLMarkers	llmarkers|hca|0349_10.1038_s41467-023-36296-4_67ae3c1e19	llmarkers|hca|0349_10.1038_s41467-023-36296-4_67ae3c1e19	hca:0349_10.1038_s41467-023-36296-4_67ae3c1e19		PERI-ISLET SCHWANN CELL	PERI ISLET SCHWANN CELL	3	3	1.0	0		
LLMarkers	llmarkers|hca|0349_10.1038_s41467-023-36296-4_67ae3c1e19	llmarkers|hca|0349_10.1038_s41467-023-36296-4_67ae3c1e19	hca:0349_10.1038_s41467-023-36296-4_67ae3c1e19		PERICYTE	PERICYTE	4	4	1.0	13	1.0	1.0
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		C7	C 7	7	4	0.5714285714285714	1	0.0	0.0
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		CD11C+ ABC	CD 11 C ABC	7	7	1.0	0		
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		CD14+ MO	CD 14 MO	6	5	0.8333333333333334	0		
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		CD16+ MO	CD 16 MO	4	4	1.0	0		
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		CMBC	CMBC	3	3	1.0	0		
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		CNK	CNK	11	1	0.09090909090909091	0		
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		CYCLING NK & T	CYCLING NK T	4	4	1.0	0		
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		GCB	GCB	10	9	0.9	0		
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		ILC	ILC	9	7	0.7777777777777778	1	0.1111111111111111	0.14285714285714285
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		ISG+ B	ISG B	10	10	1.0	0		
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		MAIT	MAIT	12	7	0.5833333333333334	2	0.08333333333333333	0.14285714285714285
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		MZB	MZB	9	9	1.0	0		
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		NAIVE/CM	NAIVE CM	9	6	0.6666666666666666	0		
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		NAÏVE B	NAIVE B	8	8	1.0	0		
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		T FC	T FC	3	2	0.6666666666666666	0		
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		T FH	T FH	5	3	0.6	1	0.2	0.0
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		TC	TC	10	1	0.1	3	0.0	0.0
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		TEM	TEM	6	3	0.5	1	0.0	0.0
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		TERMINAL DIFFERENTIATION STATE	TERMINAL DIFFERENTIATION STATE	6	0	0.0	0		
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		TISSUE RESIDENT LINEAGE	TISSUE RESIDENT LINEAGE	3	0	0.0	0		
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		TISSUE-CD14+ MO	TISSUE CD 14 MO	6	5	0.8333333333333334	0		
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		TREG	TREG	9	9	1.0	14	0.3333333333333333	0.3333333333333333
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		TRM	TRM	14	5	0.35714285714285715	1	0.0	0.0
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		TRNK	TRNK	11	5	0.45454545454545453	0		
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		ZBTB32+ B	ZBTB 32 B	8	8	1.0	0		
LLMarkers	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	llmarkers|hca|0350_10.1038_s41421-020-0157-z_3083f6da26	hca:0350_10.1038_s41421-020-0157-z_3083f6da26		ΓΔ T	T	5	2	0.4	0		
LLMarkers	llmarkers|hca|0351_10.1038_s41422-018-0103-x_169d6c1666	llmarkers|hca|0351_10.1038_s41422-018-0103-x_169d6c1666	hca:0351_10.1038_s41422-018-0103-x_169d6c1666		3D-HEPLPCS-HEP	3 D HEPLPCS HEP	3	2	0.6666666666666666	0		
LLMarkers	llmarkers|hca|0351_10.1038_s41422-018-0103-x_169d6c1666	llmarkers|hca|0351_10.1038_s41422-018-0103-x_169d6c1666	hca:0351_10.1038_s41422-018-0103-x_169d6c1666		HEPLPC	HEPLPC	8	7	0.875	0		
LLMarkers	llmarkers|hca|0352_10.1038_nature25980_27cde67bed	llmarkers|hca|0352_10.1038_nature25980_27cde67bed	hca:0352_10.1038_nature25980_27cde67bed		ASTROCYTE	ASTROCYTE	3	3	1.0	7	0.6666666666666666	0.6666666666666666
LLMarkers	llmarkers|hca|0352_10.1038_nature25980_27cde67bed	llmarkers|hca|0352_10.1038_nature25980_27cde67bed	hca:0352_10.1038_nature25980_27cde67bed		EXCITATORY NEURON	EXCITATORY NEURON	5	5	1.0	4	0.0	0.0
LLMarkers	llmarkers|hca|0352_10.1038_nature25980_27cde67bed	llmarkers|hca|0352_10.1038_nature25980_27cde67bed	hca:0352_10.1038_nature25980_27cde67bed		INTERNEURON	INTERNEURON	6	6	1.0	3	0.8333333333333334	0.8333333333333334
LLMarkers	llmarkers|hca|0352_10.1038_nature25980_27cde67bed	llmarkers|hca|0352_10.1038_nature25980_27cde67bed	hca:0352_10.1038_nature25980_27cde67bed		INTERNEURON PROGENITOR	INTERNEURON PROGENITOR	3	3	1.0	0		
LLMarkers	llmarkers|hca|0352_10.1038_nature25980_27cde67bed	llmarkers|hca|0352_10.1038_nature25980_27cde67bed	hca:0352_10.1038_nature25980_27cde67bed		IPC	IPC	4	4	1.0	0		
LLMarkers	llmarkers|hca|0352_10.1038_nature25980_27cde67bed	llmarkers|hca|0352_10.1038_nature25980_27cde67bed	hca:0352_10.1038_nature25980_27cde67bed		MICROGLIA	MICROGLIA	3	3	1.0	17	1.0	1.0
LLMarkers	llmarkers|hca|0352_10.1038_nature25980_27cde67bed	llmarkers|hca|0352_10.1038_nature25980_27cde67bed	hca:0352_10.1038_nature25980_27cde67bed		NPC	NPC	3	3	1.0	0		
LLMarkers	llmarkers|hca|0352_10.1038_nature25980_27cde67bed	llmarkers|hca|0352_10.1038_nature25980_27cde67bed	hca:0352_10.1038_nature25980_27cde67bed		OUTER RADIAL GLIA	OUTER RADIAL GLIA	3	3	1.0	0		
LLMarkers	llmarkers|hca|0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	llmarkers|hca|0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	hca:0353_10.1016_j.neuron.2017.02.014_ebc3a9c467		CORTICAL INTERNEURON	CORTICAL INTERNEURON	6	4	0.6666666666666666	0		
LLMarkers	llmarkers|hca|0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	llmarkers|hca|0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	hca:0353_10.1016_j.neuron.2017.02.014_ebc3a9c467		INTERMEDIATE PROGENITOR	INTERMEDIATE PROGENITOR	5	5	1.0	0		
LLMarkers	llmarkers|hca|0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	llmarkers|hca|0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	hca:0353_10.1016_j.neuron.2017.02.014_ebc3a9c467		INTERNEURON	INTERNEURON	3	1	0.3333333333333333	3	0.6666666666666666	0.0
LLMarkers	llmarkers|hca|0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	llmarkers|hca|0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	hca:0353_10.1016_j.neuron.2017.02.014_ebc3a9c467		LGE NEURON	LGE NEURON	3	1	0.3333333333333333	0		
LLMarkers	llmarkers|hca|0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	llmarkers|hca|0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	hca:0353_10.1016_j.neuron.2017.02.014_ebc3a9c467		MATURING INTERNEURON	MATURING INTERNEURON	3	3	1.0	0		
LLMarkers	llmarkers|hca|0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	llmarkers|hca|0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	hca:0353_10.1016_j.neuron.2017.02.014_ebc3a9c467		OLIGODENDROCYTE PRECURSOR	OLIGODENDROCYTE PRECURSOR	4	4	1.0	0		
LLMarkers	llmarkers|hca|0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	llmarkers|hca|0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	hca:0353_10.1016_j.neuron.2017.02.014_ebc3a9c467		PMGE	PMGE	5	4	0.8	0		
LLMarkers	llmarkers|hca|0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	llmarkers|hca|0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	hca:0353_10.1016_j.neuron.2017.02.014_ebc3a9c467		PROGENITOR	PROGENITOR	3	2	0.6666666666666666	2	0.0	0.0
LLMarkers	llmarkers|hca|0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	llmarkers|hca|0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	hca:0353_10.1016_j.neuron.2017.02.014_ebc3a9c467		PTEL	PTEL	4	3	0.75	0		
LLMarkers	llmarkers|hca|0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	llmarkers|hca|0353_10.1016_j.neuron.2017.02.014_ebc3a9c467	hca:0353_10.1016_j.neuron.2017.02.014_ebc3a9c467		RADIAL GLIA AND INTERMEDIATE PRECURSOR	RADIAL GLIA AND INTERMEDIATE PRECURSOR	4	1	0.25	0		
LLMarkers	llmarkers|hca|0354_10.1172_jci128475_002a5124c6	llmarkers|hca|0354_10.1172_jci128475_002a5124c6	hca:0354_10.1172_jci128475_002a5124c6		CD8+ T CELL	CD 8 T CELL	3	3	1.0	14	0.0	0.0
LLMarkers	llmarkers|hca|0355_10.3389_fgene.2021.745483_5f4326fce7	llmarkers|hca|0355_10.3389_fgene.2021.745483_5f4326fce7	hca:0355_10.3389_fgene.2021.745483_5f4326fce7		B CELL	B CELL	3	3	1.0	29	0.0	0.0
LLMarkers	llmarkers|hca|0355_10.3389_fgene.2021.745483_5f4326fce7	llmarkers|hca|0355_10.3389_fgene.2021.745483_5f4326fce7	hca:0355_10.3389_fgene.2021.745483_5f4326fce7		ERYTHROBLAST	ERYTHROBLAST	3	3	1.0	1	0.0	0.0
LLMarkers	llmarkers|hca|0355_10.3389_fgene.2021.745483_5f4326fce7	llmarkers|hca|0355_10.3389_fgene.2021.745483_5f4326fce7	hca:0355_10.3389_fgene.2021.745483_5f4326fce7		HSPC	HSPC	3	3	1.0	3	0.0	0.0
LLMarkers	llmarkers|hca|0355_10.3389_fgene.2021.745483_5f4326fce7	llmarkers|hca|0355_10.3389_fgene.2021.745483_5f4326fce7	hca:0355_10.3389_fgene.2021.745483_5f4326fce7		MONOCYTE	MONOCYTE	4	3	0.75	23	0.75	0.6666666666666666
LLMarkers	llmarkers|hca|0355_10.3389_fgene.2021.745483_5f4326fce7	llmarkers|hca|0355_10.3389_fgene.2021.745483_5f4326fce7	hca:0355_10.3389_fgene.2021.745483_5f4326fce7		NEUTROPHILS AND GRANULOCYTES	NEUTROPHILS AND GRANULOCYTES	3	2	0.6666666666666666	0		
LLMarkers	llmarkers|hca|0356_10.3389_fcell.2020.00384_845548ef53	llmarkers|hca|0356_10.3389_fcell.2020.00384_845548ef53	hca:0356_10.3389_fcell.2020.00384_845548ef53		STIMC1	STIMC 1	6	6	1.0	0		
LLMarkers	llmarkers|hca|0356_10.3389_fcell.2020.00384_845548ef53	llmarkers|hca|0356_10.3389_fcell.2020.00384_845548ef53	hca:0356_10.3389_fcell.2020.00384_845548ef53		STIMC2	STIMC 2	7	0	0.0	0		
LLMarkers	llmarkers|hca|0356_10.3389_fcell.2020.00384_845548ef53	llmarkers|hca|0356_10.3389_fcell.2020.00384_845548ef53	hca:0356_10.3389_fcell.2020.00384_845548ef53		STIMC2-A	STIMC 2 A	5	0	0.0	0		
LLMarkers	llmarkers|hca|0356_10.3389_fcell.2020.00384_845548ef53	llmarkers|hca|0356_10.3389_fcell.2020.00384_845548ef53	hca:0356_10.3389_fcell.2020.00384_845548ef53		STIMC2-B	STIMC 2 B	7	5	0.7142857142857143	0		
LLMarkers	llmarkers|hca|0356_10.3389_fcell.2020.00384_845548ef53	llmarkers|hca|0356_10.3389_fcell.2020.00384_845548ef53	hca:0356_10.3389_fcell.2020.00384_845548ef53		STIMC3	STIMC 3	5	1	0.2	0		
LLMarkers	llmarkers|hca|0356_10.3389_fcell.2020.00384_845548ef53	llmarkers|hca|0356_10.3389_fcell.2020.00384_845548ef53	hca:0356_10.3389_fcell.2020.00384_845548ef53		STIMC5	STIMC 5	7	7	1.0	0		
LLMarkers	llmarkers|hca|0356_10.3389_fcell.2020.00384_845548ef53	llmarkers|hca|0356_10.3389_fcell.2020.00384_845548ef53	hca:0356_10.3389_fcell.2020.00384_845548ef53		UNSTIMC2	UNSTIMC 2	5	5	1.0	0		
LLMarkers	llmarkers|hca|0356_10.3389_fcell.2020.00384_845548ef53	llmarkers|hca|0356_10.3389_fcell.2020.00384_845548ef53	hca:0356_10.3389_fcell.2020.00384_845548ef53		UNSTIMC3	UNSTIMC 3	7	5	0.7142857142857143	0		
LLMarkers	llmarkers|hca|0356_10.3389_fcell.2020.00384_845548ef53	llmarkers|hca|0356_10.3389_fcell.2020.00384_845548ef53	hca:0356_10.3389_fcell.2020.00384_845548ef53		UNSTIMC4	UNSTIMC 4	4	4	1.0	0		
LLMarkers	llmarkers|hca|0357_10.1126_science.abf1970_a409ac73f2	llmarkers|hca|0357_10.1126_science.abf1970_a409ac73f2	hca:0357_10.1126_science.abf1970_a409ac73f2		B ATYPICAL	B ATYPICAL	3	3	1.0	0		
LLMarkers	llmarkers|hca|0357_10.1126_science.abf1970_a409ac73f2	llmarkers|hca|0357_10.1126_science.abf1970_a409ac73f2	hca:0357_10.1126_science.abf1970_a409ac73f2		CD8 GZMH	CD 8 GZMH	5	2	0.4	0		
LLMarkers	llmarkers|hca|0357_10.1126_science.abf1970_a409ac73f2	llmarkers|hca|0357_10.1126_science.abf1970_a409ac73f2	hca:0357_10.1126_science.abf1970_a409ac73f2		CD8 GZMK	CD 8 GZMK	4	1	0.25	2	0.25	1.0
LLMarkers	llmarkers|hca|0358_10.1126_sciadv.aba1983_17b603cdcb	llmarkers|hca|0358_10.1126_sciadv.aba1983_17b603cdcb	hca:0358_10.1126_sciadv.aba1983_17b603cdcb		ABERRANT BASALOID CELL	ABERRANT BASALOID CELL	16	16	1.0	2	0.9375	0.9375
LLMarkers	llmarkers|hca|0358_10.1126_sciadv.aba1983_17b603cdcb	llmarkers|hca|0358_10.1126_sciadv.aba1983_17b603cdcb	hca:0358_10.1126_sciadv.aba1983_17b603cdcb		FIBROBLAST	FIBROBLAST	8	7	0.875	28	1.0	1.0
LLMarkers	llmarkers|hca|0358_10.1126_sciadv.aba1983_17b603cdcb	llmarkers|hca|0358_10.1126_sciadv.aba1983_17b603cdcb	hca:0358_10.1126_sciadv.aba1983_17b603cdcb		IPF MACROPHAGE ARCHETYPE	IPF MACROPHAGE ARCHETYPE	7	7	1.0	0		
LLMarkers	llmarkers|hca|0358_10.1126_sciadv.aba1983_17b603cdcb	llmarkers|hca|0358_10.1126_sciadv.aba1983_17b603cdcb	hca:0358_10.1126_sciadv.aba1983_17b603cdcb		MYOFIBROBLAST	MYOFIBROBLAST	8	7	0.875	7	1.0	1.0
LLMarkers	llmarkers|hca|0358_10.1126_sciadv.aba1983_17b603cdcb	llmarkers|hca|0358_10.1126_sciadv.aba1983_17b603cdcb	hca:0358_10.1126_sciadv.aba1983_17b603cdcb		SMOOTH MUSCLE CELL	SMOOTH MUSCLE CELL	3	3	1.0	8	1.0	1.0
LLMarkers	llmarkers|hca|0359_10.1101_759902_400af2c5fc	llmarkers|hca|0359_10.1101_759902_400af2c5fc	hca:0359_10.1101_759902_400af2c5fc		ABERRANT BASALOID CELL	ABERRANT BASALOID CELL	16	16	1.0	2	0.9375	0.9375
LLMarkers	llmarkers|hca|0359_10.1101_759902_400af2c5fc	llmarkers|hca|0359_10.1101_759902_400af2c5fc	hca:0359_10.1101_759902_400af2c5fc		FIBROBLAST	FIBROBLAST	8	7	0.875	28	1.0	1.0
LLMarkers	llmarkers|hca|0359_10.1101_759902_400af2c5fc	llmarkers|hca|0359_10.1101_759902_400af2c5fc	hca:0359_10.1101_759902_400af2c5fc		MYOFIBROBLAST	MYOFIBROBLAST	9	8	0.8888888888888888	7	0.8888888888888888	0.875
LLMarkers	llmarkers|hca|0359_10.1101_759902_400af2c5fc	llmarkers|hca|0359_10.1101_759902_400af2c5fc	hca:0359_10.1101_759902_400af2c5fc		SMOOTH MUSCLE CELL	SMOOTH MUSCLE CELL	3	3	1.0	8	1.0	1.0
LLMarkers	llmarkers|hca|0361_10.1016_j.gpb.2020.11.002_84c7c58535	llmarkers|hca|0361_10.1016_j.gpb.2020.11.002_84c7c58535	hca:0361_10.1016_j.gpb.2020.11.002_84c7c58535		CD8T EFFECTOR	CD 8 T EFFECTOR	3	2	0.6666666666666666	0		
LLMarkers	llmarkers|hca|0361_10.1016_j.gpb.2020.11.002_84c7c58535	llmarkers|hca|0361_10.1016_j.gpb.2020.11.002_84c7c58535	hca:0361_10.1016_j.gpb.2020.11.002_84c7c58535		DNK1	DNK 1	6	5	0.8333333333333334	0		
LLMarkers	llmarkers|hca|0361_10.1016_j.gpb.2020.11.002_84c7c58535	llmarkers|hca|0361_10.1016_j.gpb.2020.11.002_84c7c58535	hca:0361_10.1016_j.gpb.2020.11.002_84c7c58535		DNK2	DNK 2	3	3	1.0	0		
LLMarkers	llmarkers|hca|0361_10.1016_j.gpb.2020.11.002_84c7c58535	llmarkers|hca|0361_10.1016_j.gpb.2020.11.002_84c7c58535	hca:0361_10.1016_j.gpb.2020.11.002_84c7c58535		DNK3	DNK 3	3	3	1.0	0		
LLMarkers	llmarkers|hca|0361_10.1016_j.gpb.2020.11.002_84c7c58535	llmarkers|hca|0361_10.1016_j.gpb.2020.11.002_84c7c58535	hca:0361_10.1016_j.gpb.2020.11.002_84c7c58535		DNK4	DNK 4	5	3	0.6	0		
LLMarkers	llmarkers|hca|0361_10.1016_j.gpb.2020.11.002_84c7c58535	llmarkers|hca|0361_10.1016_j.gpb.2020.11.002_84c7c58535	hca:0361_10.1016_j.gpb.2020.11.002_84c7c58535		DNKP	DNKP	3	3	1.0	0		
LLMarkers	llmarkers|hca|0361_10.1016_j.gpb.2020.11.002_84c7c58535	llmarkers|hca|0361_10.1016_j.gpb.2020.11.002_84c7c58535	hca:0361_10.1016_j.gpb.2020.11.002_84c7c58535		MAIT	MAIT	3	3	1.0	2	0.3333333333333333	0.3333333333333333
LLMarkers	llmarkers|hca|0362_10.1038_s41591-019-0733-7_d499f1b21b	llmarkers|hca|0362_10.1038_s41591-019-0733-7_d499f1b21b	hca:0362_10.1038_s41591-019-0733-7_d499f1b21b		CCR10 HI CD4+ T CELL	CCR 10 HI CD 4 T CELL	5	4	0.8	0		
LLMarkers	llmarkers|hca|0362_10.1038_s41591-019-0733-7_d499f1b21b	llmarkers|hca|0362_10.1038_s41591-019-0733-7_d499f1b21b	hca:0362_10.1038_s41591-019-0733-7_d499f1b21b		LYMPHOCYTE CLUSTER	LYMPHOCYTE CLUSTER	3	3	1.0	0		
LLMarkers	llmarkers|hca|0362_10.1038_s41591-019-0733-7_d499f1b21b	llmarkers|hca|0362_10.1038_s41591-019-0733-7_d499f1b21b	hca:0362_10.1038_s41591-019-0733-7_d499f1b21b		LYMPHOID CELL	LYMPHOID CELL	3	2	0.6666666666666666	0		
LLMarkers	llmarkers|hca|0362_10.1038_s41591-019-0733-7_d499f1b21b	llmarkers|hca|0362_10.1038_s41591-019-0733-7_d499f1b21b	hca:0362_10.1038_s41591-019-0733-7_d499f1b21b		PBMC T CELL SUBCLUSTER	PBMC T CELL SUBCLUSTER	3	3	1.0	0		
LLMarkers	llmarkers|hca|0363_10.1016_j.omtn.2021.03.017_8083e53d24	llmarkers|hca|0363_10.1016_j.omtn.2021.03.017_8083e53d24	hca:0363_10.1016_j.omtn.2021.03.017_8083e53d24		CLUSTER 1	CLUSTER 1	3	3	1.0	13	0.0	0.0
LLMarkers	llmarkers|hca|0363_10.1016_j.omtn.2021.03.017_8083e53d24	llmarkers|hca|0363_10.1016_j.omtn.2021.03.017_8083e53d24	hca:0363_10.1016_j.omtn.2021.03.017_8083e53d24		EPITHELIAL/CANCER CELL	EPITHELIAL CANCER CELL	4	4	1.0	0		
LLMarkers	llmarkers|hca|0363_10.1016_j.omtn.2021.03.017_8083e53d24	llmarkers|hca|0363_10.1016_j.omtn.2021.03.017_8083e53d24	hca:0363_10.1016_j.omtn.2021.03.017_8083e53d24		TEC	TEC	3	3	1.0	1	0.0	0.0
LLMarkers	llmarkers|hca|0364_10.1161_circulationaha.120.046528_00aa2deb4c	llmarkers|hca|0364_10.1161_circulationaha.120.046528_00aa2deb4c	hca:0364_10.1161_circulationaha.120.046528_00aa2deb4c		CD4_ACTIVE	CD 4 ACTIVE	4	4	1.0	0		
LLMarkers	llmarkers|hca|0364_10.1161_circulationaha.120.046528_00aa2deb4c	llmarkers|hca|0364_10.1161_circulationaha.120.046528_00aa2deb4c	hca:0364_10.1161_circulationaha.120.046528_00aa2deb4c		CD4_EM_REST	CD 4 EM REST	4	4	1.0	0		
LLMarkers	llmarkers|hca|0364_10.1161_circulationaha.120.046528_00aa2deb4c	llmarkers|hca|0364_10.1161_circulationaha.120.046528_00aa2deb4c	hca:0364_10.1161_circulationaha.120.046528_00aa2deb4c		CD4_TREG	CD 4 TREG	7	7	1.0	2	0.42857142857142855	0.42857142857142855
LLMarkers	llmarkers|hca|0364_10.1161_circulationaha.120.046528_00aa2deb4c	llmarkers|hca|0364_10.1161_circulationaha.120.046528_00aa2deb4c	hca:0364_10.1161_circulationaha.120.046528_00aa2deb4c		CD8_ACTIVE	CD 8 ACTIVE	4	3	0.75	0		
LLMarkers	llmarkers|hca|0364_10.1161_circulationaha.120.046528_00aa2deb4c	llmarkers|hca|0364_10.1161_circulationaha.120.046528_00aa2deb4c	hca:0364_10.1161_circulationaha.120.046528_00aa2deb4c		CD8_TEMRA	CD 8 TEMRA	5	5	1.0	0		
