source_corpus	paper_id	paper_key	cell_type	normalized_cell_type	neighborhood	n_markers	n_local_private_markers	local_private_fraction	n_same_label_other_paper_profiles	n_same_label_other_paper_markers	marker_fraction_recovered_by_same_label_other_papers	local_private_fraction_recovered_by_same_label_other_papers	n_same_neighborhood_other_paper_profiles	marker_fraction_recovered_by_same_neighborhood_other_papers	local_private_marker_names
hca	0148_10.1113_jp287812_fd3137bc12	hca:0148_10.1113_jp287812_fd3137bc12	DIVIDING FIBROBLASTS/MURAL CELL	DIVIDING FIBROBLASTS MURAL CELL		3	0	0.0	0	0			0		
hca	0148_10.1113_jp287812_fd3137bc12	hca:0148_10.1113_jp287812_fd3137bc12	DIVIDING IMMUNE CELL	DIVIDING IMMUNE CELL		3	0	0.0	0	0			0		
hca	0148_10.1113_jp287812_fd3137bc12	hca:0148_10.1113_jp287812_fd3137bc12	DIVIDING MACROPHAGE	DIVIDING MACROPHAGE	monocyte/macrophage	3	0	0.0	0	0			201	0.0	
hca	0148_10.1113_jp287812_fd3137bc12	hca:0148_10.1113_jp287812_fd3137bc12	FBLN1 HI FIBROBLAST	FBLN 1 HI FIBROBLAST	fibroblast/stromal	4	4	1.0	0	0			143	0.5	FBLN1; NOX4; COMP; CILP
hca	0148_10.1113_jp287812_fd3137bc12	hca:0148_10.1113_jp287812_fd3137bc12	FIBROBLAST	FIBROBLAST	fibroblast/stromal	3	1	0.3333333333333333	28	92	1.0	1.0	143	1.0	DCN
hca	0148_10.1113_jp287812_fd3137bc12	hca:0148_10.1113_jp287812_fd3137bc12	GRANULOCYTE	GRANULOCYTE		3	3	1.0	1	4	0.0	0.0	0		IL18R1; CPA3; KIT
hca	0148_10.1113_jp287812_fd3137bc12	hca:0148_10.1113_jp287812_fd3137bc12	LYMPHATIC ENDOTHELIAL CELL	LYMPHATIC ENDOTHELIAL CELL	endothelial	3	3	1.0	3	7	0.3333333333333333	0.3333333333333333	73	1.0	PROX1; MMRN1; PKHD1L1
hca	0148_10.1113_jp287812_fd3137bc12	hca:0148_10.1113_jp287812_fd3137bc12	MACROPHAGE	MACROPHAGE	monocyte/macrophage	3	3	1.0	28	73	1.0	1.0	201	1.0	MSR1; CD163; MRC1
hca	0148_10.1113_jp287812_fd3137bc12	hca:0148_10.1113_jp287812_fd3137bc12	MERTK HI LYVE1 LO	MERTK HI LYVE 1 LO		6	6	1.0	0	0			0		CXCL2; HMOX1; MERTK; CSTB; CXCL3; CXCL8
hca	0148_10.1113_jp287812_fd3137bc12	hca:0148_10.1113_jp287812_fd3137bc12	MURAL CELL	MURAL CELL		4	3	0.75	0	0			0		NOTCH3; PDGFRB; MYO1B
hca	0148_10.1113_jp287812_fd3137bc12	hca:0148_10.1113_jp287812_fd3137bc12	NATURAL KILLER (NK) CELL	NATURAL KILLER NK CELL	NK cell	3	3	1.0	3	7	1.0	1.0	61	1.0	GNLY; KLRD1; NCAM1
hca	0148_10.1113_jp287812_fd3137bc12	hca:0148_10.1113_jp287812_fd3137bc12	NERVOUS SYSTEM CELL	NERVOUS SYSTEM CELL		3	3	1.0	0	0			0		CADM2; NRXN1; IL1RAPL2
hca	0148_10.1113_jp287812_fd3137bc12	hca:0148_10.1113_jp287812_fd3137bc12	NR4A1 HI FIBROBLAST	NR 4 A 1 HI FIBROBLAST	fibroblast/stromal	4	4	1.0	0	0			143	0.25	NAMPT; NR4A3; NR4A1; SEMA4A
hca	0148_10.1113_jp287812_fd3137bc12	hca:0148_10.1113_jp287812_fd3137bc12	OSTEOBLAST	OSTEOBLAST		3	3	1.0	0	0			0		IBSP; RUNX2; SP7
hca	0148_10.1113_jp287812_fd3137bc12	hca:0148_10.1113_jp287812_fd3137bc12	OSTEOCLAST	OSTEOCLAST		3	3	1.0	2	12	1.0	1.0	0		MMP9; ACP5; SIGLEC15
hca	0148_10.1113_jp287812_fd3137bc12	hca:0148_10.1113_jp287812_fd3137bc12	PERICYTE	PERICYTE	fibroblast/stromal	3	3	1.0	13	25	0.3333333333333333	0.3333333333333333	143	0.3333333333333333	ABCC9; STEAP4; EGFLAM
hca	0148_10.1113_jp287812_fd3137bc12	hca:0148_10.1113_jp287812_fd3137bc12	PLASMACYTOID DC	PLASMACYTOID DC		3	2	0.6666666666666666	1	3	0.0	0.0	0		IRF8; PLAC8
hca	0148_10.1113_jp287812_fd3137bc12	hca:0148_10.1113_jp287812_fd3137bc12	T CELL	T CELL	T cell	5	5	1.0	37	65	0.4	0.4	255	0.8	SKAP1; ANK3; IL7R; THEMIS; CD247
hca	0148_10.1113_jp287812_fd3137bc12	hca:0148_10.1113_jp287812_fd3137bc12	VASCULAR ENDOTHELIAL CELL	VASCULAR ENDOTHELIAL CELL	endothelial	3	0	0.0	1	4	0.3333333333333333		73	1.0	
hca	0148_10.1113_jp287812_fd3137bc12	hca:0148_10.1113_jp287812_fd3137bc12	VASCULAR SMOOTH MUSCLE CELL	VASCULAR SMOOTH MUSCLE CELL	fibroblast/stromal	3	3	1.0	3	8	0.3333333333333333	0.3333333333333333	143	0.6666666666666666	ITGA8; MYH11; NTRK3
hca	0148_10.1113_jp287812_fd3137bc12	hca:0148_10.1113_jp287812_fd3137bc12	VEC	VEC		3	1	0.3333333333333333	2	12	0.6666666666666666	0.0	0		FLT1
hca	0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	B-LYMPHOCYTES	B LYMPHOCYTES		6	6	1.0	0	0			0		CD22; CD83; IRF8; MS4A1; CD19; HLA-DRA
hca	0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	ENDOTHELIAL CELLS	ENDOTHELIAL CELLS	endothelial	3	3	1.0	3	9	0.3333333333333333	0.3333333333333333	74	1.0	ENG; CD34; PECAM1
hca	0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	FIBROBLAST	FIBROBLAST	fibroblast/stromal	3	3	1.0	28	90	0.3333333333333333	0.3333333333333333	147	0.6666666666666666	COL1A1; MDK; RUNX2
hca	0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	FIBROBLAST CLUSTER	FIBROBLAST CLUSTER	fibroblast/stromal	4	4	1.0	0	0			147	0.0	IBSP; TLR4; TLR3; TLR1
hca	0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	FIBROBLAST SUBCLUSTER	FIBROBLAST SUBCLUSTER	fibroblast/stromal	8	7	0.875	0	0			147	0.5	SFRP4; FOSB; JUND; NFKBIZ; SFRP2; CEBPD; IL-7
hca	0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	MEMORY AND NAÏVE B-CELLS	MEMORY AND NAIVE B CELLS	B cell	3	3	1.0	0	0			92	1.0	IGHG4; IGHG1; IGHG3
hca	0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	MONOCYTE CELL LINEAGE	MONOCYTE CELL LINEAGE	monocyte/macrophage	3	3	1.0	0	0			202	1.0	CD14; CD163; CSF1R
hca	0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	MSC	MSC		3	1	0.3333333333333333	1	5	0.0	0.0	0		THY1
hca	0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	MSC SUBCLUSTER	MSC SUBCLUSTER		6	5	0.8333333333333334	0	0			0		MCAM; MYH9; MYL9; FN1; COL14A1
hca	0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	MYOFIBROBLASTS	MYOFIBROBLASTS		3	1	0.3333333333333333	4	16	0.3333333333333333	0.0	0		CDH11
hca	0149_10.1038_s41368-023-00238-z_c77e60a0ab	hca:0149_10.1038_s41368-023-00238-z_c77e60a0ab	T-LYMPHOCYTES	T LYMPHOCYTES		4	4	1.0	0	0			0		GZMA; CD3D; IL7R; CD247
hca	0151_10.1038_s41586-022-04718-w_1bf3167cbc	hca:0151_10.1038_s41586-022-04718-w_1bf3167cbc	CD14+ CELL	CD 14 CELL		3	3	1.0	0	0			0		CD40; CD274; MRC1
hca	0151_10.1038_s41586-022-04718-w_1bf3167cbc	hca:0151_10.1038_s41586-022-04718-w_1bf3167cbc	CD4+ T REG	CD 4 T REG	T cell	3	1	0.3333333333333333	0	0			254	1.0	HAVCR2
hca	0151_10.1038_s41586-022-04718-w_1bf3167cbc	hca:0151_10.1038_s41586-022-04718-w_1bf3167cbc	CD8+ T CELL	CD 8 T CELL	T cell	3	2	0.6666666666666666	14	74	0.6666666666666666	0.5	254	1.0	ITGAE; CD69
hca	0151_10.1038_s41586-022-04718-w_1bf3167cbc	hca:0151_10.1038_s41586-022-04718-w_1bf3167cbc	IL1R1+	IL 1 R 1		4	2	0.5	0	0			0		TNFRSF9; TNFRSF18
hca	0151_10.1038_s41586-022-04718-w_1bf3167cbc	hca:0151_10.1038_s41586-022-04718-w_1bf3167cbc	IL1R1+ T REG CELL	IL 1 R 1 T REG CELL		4	2	0.5	0	0			0		IL18R1; CXCR6
hca	0151_10.1038_s41586-022-04718-w_1bf3167cbc	hca:0151_10.1038_s41586-022-04718-w_1bf3167cbc	MREGDCS	MREGDCS		5	5	1.0	1	11	0.4	0.4	0		CCL22; CCL17; CCR7; CCL19; CSF2RA
hca	0151_10.1038_s41586-022-04718-w_1bf3167cbc	hca:0151_10.1038_s41586-022-04718-w_1bf3167cbc	T REG CELL	T REG CELL		3	2	0.6666666666666666	0	0			0		IL1R1; IL2RA
hca	0152_10.15252_embr.201847483_d14f9b2105	hca:0152_10.15252_embr.201847483_d14f9b2105	HUMAN NEPHRON PROGENITORS	HUMAN NEPHRON PROGENITORS		3	3	1.0	0	0			0		MEIS1; SIX2; FOXD1
hca	0152_10.15252_embr.201847483_d14f9b2105	hca:0152_10.15252_embr.201847483_d14f9b2105	STROMAL	STROMAL	fibroblast/stromal	4	4	1.0	3	12	0.25	0.25	149	1.0	DCN; CXCL12; COL1A1; COL3A1
hca	0153_10.1038_s41556-020-00607-4_a7b29ac44b	hca:0153_10.1038_s41556-020-00607-4_a7b29ac44b	HPGC	HPGC		10	9	0.9	0	0			0		PRDM1; ATRX; HUWE1; NANOG; SOX17; NANOS3; POU5F1; XIST; XACT
hca	0153_10.1038_s41556-020-00607-4_a7b29ac44b	hca:0153_10.1038_s41556-020-00607-4_a7b29ac44b	MEIOTIC GERM CELL	MEIOTIC GERM CELL		5	4	0.8	0	0			0		SPO11; STRA8; DDX4; SYCP1
hca	0155_10.1038_s41467-022-29588-8_ec4c5a4a22	hca:0155_10.1038_s41467-022-29588-8_ec4c5a4a22	Α-CELL	CELL		14	12	0.8571428571428571	14	107	0.6428571428571429	0.5833333333333334	0		SLC7A2; FAP; GCG; TTR; PCSK2; GLS; FEV; SPINT2; IRX2; SERPINA1; MAFB; GPX3
hca	0155_10.1038_s41467-022-29588-8_ec4c5a4a22	hca:0155_10.1038_s41467-022-29588-8_ec4c5a4a22	Β-CELL	CELL		14	14	1.0	14	107	0.6428571428571429	0.6428571428571429	0		ABCC8; IAPP; RBP4; HADH; PDX1; ADCYAP1; GSN; PRSS23; G6PC2; NKX6-1; PCSK1; MAFA; DLK1; INS
hca	0155_10.1038_s41467-022-29588-8_ec4c5a4a22	hca:0155_10.1038_s41467-022-29588-8_ec4c5a4a22	Γ-CELL	CELL		9	6	0.6666666666666666	14	107	0.4444444444444444	0.3333333333333333	0		PAX6; STMN2; SLC6A4; PPY; FXYD2; SERTM1
hca	0155_10.1038_s41467-022-29588-8_ec4c5a4a22	hca:0155_10.1038_s41467-022-29588-8_ec4c5a4a22	Δ-CELL	CELL		11	10	0.9090909090909091	14	107	0.36363636363636365	0.4	0		CD9; ISL1; SLC38A1; BCHE; LEPR; RGS2; HHEX; SST; SEC11C; FFAR4
hca	0155_10.1038_s41467-022-29588-8_ec4c5a4a22	hca:0155_10.1038_s41467-022-29588-8_ec4c5a4a22	Ε-CELL	CELL		8	6	0.75	14	107	0.125	0.0	0		APOH; F10; ASCL1; GHRL; FRZB; SPINK1
hca	0157_10.1126_science.abg0928_3795ca9b86	hca:0157_10.1126_science.abg0928_3795ca9b86	CD4+ T CELL	CD 4 T CELL	T cell	5	5	1.0	16	86	0.0	0.0	255	0.8	OAS1; IRF1; IFI44L; IFIT1; ISG15
hca	0158_10.2337_db21-0830_d021248f76	hca:0158_10.2337_db21-0830_d021248f76	ENDOTHELIAL CELL	ENDOTHELIAL CELL	endothelial	3	3	1.0	27	115	1.0	1.0	73	1.0	VWF; CDH5; PECAM1
hca	0158_10.2337_db21-0830_d021248f76	hca:0158_10.2337_db21-0830_d021248f76	FIBRO 1	FIBRO 1		3	3	1.0	0	0			0		CXCL12; APOE; APOD
hca	0158_10.2337_db21-0830_d021248f76	hca:0158_10.2337_db21-0830_d021248f76	KERA A	KERA A		3	3	1.0	0	0			0		KRT1; KRT10; KRT14
hca	0158_10.2337_db21-0830_d021248f76	hca:0158_10.2337_db21-0830_d021248f76	KERA B	KERA B		3	3	1.0	0	0			0		KRT7; AQP5; KRT19
hca	0158_10.2337_db21-0830_d021248f76	hca:0158_10.2337_db21-0830_d021248f76	LYMPHATIC ENDOTHELIAL CELL	LYMPHATIC ENDOTHELIAL CELL	endothelial	3	3	1.0	3	7	0.3333333333333333	0.3333333333333333	73	0.6666666666666666	LYVE1; CCL21; TFF3
hca	0158_10.2337_db21-0830_d021248f76	hca:0158_10.2337_db21-0830_d021248f76	MAST CELL	MAST CELL		3	3	1.0	14	19	1.0	1.0	0		CPA3; TPSAB1; TPSB2
hca	0158_10.2337_db21-0830_d021248f76	hca:0158_10.2337_db21-0830_d021248f76	MELANOCYTE	MELANOCYTE		3	3	1.0	6	21	1.0	1.0	0		DCT; TYRP1; MLANA
hca	0158_10.2337_db21-0830_d021248f76	hca:0158_10.2337_db21-0830_d021248f76	MYELOID CELL	MYELOID CELL	monocyte/macrophage	3	3	1.0	9	28	0.6666666666666666	0.6666666666666666	202	1.0	LYZ; IL1B; CXCL8
hca	0158_10.2337_db21-0830_d021248f76	hca:0158_10.2337_db21-0830_d021248f76	NATURAL KILLER (NK) CELL	NATURAL KILLER NK CELL	NK cell	3	3	1.0	3	6	0.6666666666666666	0.6666666666666666	61	1.0	NKG7; GNLY; CCL4
hca	0158_10.2337_db21-0830_d021248f76	hca:0158_10.2337_db21-0830_d021248f76	SMCS	SMCS		4	3	0.75	3	12	0.5	0.3333333333333333	0		RGS5; DES; NG2
hca	0158_10.2337_db21-0830_d021248f76	hca:0158_10.2337_db21-0830_d021248f76	SMOOTH MUSCLE CELL	SMOOTH MUSCLE CELL	fibroblast/stromal	3	2	0.6666666666666666	8	17	0.6666666666666666	0.5	149	1.0	TAGLN; TPM2
hca	0158_10.2337_db21-0830_d021248f76	hca:0158_10.2337_db21-0830_d021248f76	T CELL	T CELL	T cell	3	3	1.0	37	67	0.6666666666666666	0.6666666666666666	255	1.0	PTPRC; CD2; CD3D
hca	0159_10.1172_jci157279_71a5ff671c	hca:0159_10.1172_jci157279_71a5ff671c	KERA2	KERA 2		5	5	1.0	0	0			0		PRDX4; KRT7; KRT19; CITED4; NDUFA4
hca	0160_10.1016_j.stem.2017.09.003_8fb14888a8	hca:0160_10.1016_j.stem.2017.09.003_8fb14888a8	C-KIT +	C KIT		4	4	1.0	0	0			0		SSX1; DMRT1; HERC5; DNAJC9
hca	0160_10.1016_j.stem.2017.09.003_8fb14888a8	hca:0160_10.1016_j.stem.2017.09.003_8fb14888a8	C-KIT + SPERMATOGONIA	C KIT SPERMATOGONIA		12	8	0.6666666666666666	0	0			0		SMC1B; TGFBR1; MND1; DNMT1; IGF1R; UPF2; CTNNB1; UHRF1
hca	0160_10.1016_j.stem.2017.09.003_8fb14888a8	hca:0160_10.1016_j.stem.2017.09.003_8fb14888a8	FGFR3 + /SSEA4 +	FGFR 3 SSEA 4		6	5	0.8333333333333334	0	0			0		FMRP; DDX6; CBL; SPOCD1; ZKSCAN2
hca	0160_10.1016_j.stem.2017.09.003_8fb14888a8	hca:0160_10.1016_j.stem.2017.09.003_8fb14888a8	SPERMATOGONIA	SPERMATOGONIA		6	2	0.3333333333333333	1	5	0.0	0.0	0		SSX3; SYCE3
hca	0160_10.1016_j.stem.2017.09.003_8fb14888a8	hca:0160_10.1016_j.stem.2017.09.003_8fb14888a8	SSEA4 +	SSEA 4		4	3	0.75	0	0			0		TCF7; PIWIL2; L1TD1
hca	0160_10.1016_j.stem.2017.09.003_8fb14888a8	hca:0160_10.1016_j.stem.2017.09.003_8fb14888a8	SSEA4 + HSSC	SSEA 4 HSSC		19	17	0.8947368421052632	0	0			0		MSL3; FGFR3; SALL4; PHC1; BCL6; MSL1; GFRA1; TCF3; DDX4; BAP1; MBD6; BMI1; ID4; CBX2; TDRD6; EP400; ETV5
hca	0161_10.1681_asn.2020030326_bf5d42b566	hca:0161_10.1681_asn.2020030326_bf5d42b566	DONOR MACROPHAGE	DONOR MACROPHAGE	monocyte/macrophage	6	6	1.0	0	0			201	0.8333333333333334	F13A1; C1QC; CD14; C1QB; C1QA; KIAA1671
hca	0161_10.1681_asn.2020030326_bf5d42b566	hca:0161_10.1681_asn.2020030326_bf5d42b566	DONOR-ORIGIN T CELL	DONOR ORIGIN T CELL	T cell	6	6	1.0	0	0			254	0.5	IL32; S100A11; CD52; S100A6; LTB; MIF
hca	0161_10.1681_asn.2020030326_bf5d42b566	hca:0161_10.1681_asn.2020030326_bf5d42b566	RECIPIENT MACROPHAGE	RECIPIENT MACROPHAGE	monocyte/macrophage	4	4	1.0	0	0			201	0.5	CD68; FEM1C; TERF2IP; FCGR3A
hca	0161_10.1681_asn.2020030326_bf5d42b566	hca:0161_10.1681_asn.2020030326_bf5d42b566	RECIPIENT T CELL	RECIPIENT T CELL	T cell	4	1	0.25	0	0			254	1.0	NKG7
hca	0161_10.1681_asn.2020030326_bf5d42b566	hca:0161_10.1681_asn.2020030326_bf5d42b566	SUBCLUSTER 2	SUBCLUSTER 2		3	0	0.0	0	0			0		
hca	0162_10.1016_j.kint.2021.11.031_93f85a569c	hca:0162_10.1016_j.kint.2021.11.031_93f85a569c	GECS	GECS		3	3	1.0	0	0			0		KLF2; KDR; KLF4
hca	0162_10.1016_j.kint.2021.11.031_93f85a569c	hca:0162_10.1016_j.kint.2021.11.031_93f85a569c	POD	POD		3	0	0.0	0	0			0		
hca	0162_10.1016_j.kint.2021.11.031_93f85a569c	hca:0162_10.1016_j.kint.2021.11.031_93f85a569c	PODOCYTES	PODOCYTES		6	3	0.5	0	0			0		ITGA3; ITGB1; SYNPO
hca	0163_10.1126_sciimmunol.abb4432_91494cf647	hca:0163_10.1126_sciimmunol.abb4432_91494cf647	CD8 + T RM	CD 8 T RM	T cell	5	5	1.0	0	0			255	1.0	ITGAE; CD69; CCR6; CD101; ITGA1
hca	0163_10.1126_sciimmunol.abb4432_91494cf647	hca:0163_10.1126_sciimmunol.abb4432_91494cf647	NAÏVE/MEMORY	NAIVE MEMORY		4	4	1.0	0	0			0		TCF7; CCR7; LEF1; SELL
hca	0163_10.1126_sciimmunol.abb4432_91494cf647	hca:0163_10.1126_sciimmunol.abb4432_91494cf647	T FOLLICULAR HELPER (T FH) CELL	T FOLLICULAR HELPER T FH CELL		4	4	1.0	0	0			0		BCL6; CXCR5; ICOS; PDCD1
hca	0163_10.1126_sciimmunol.abb4432_91494cf647	hca:0163_10.1126_sciimmunol.abb4432_91494cf647	T REG	T REG		5	4	0.8	2	12	0.0	0.0	0		KLF2; MYC; ITGB1; SATB1
hca	0163_10.1126_sciimmunol.abb4432_91494cf647	hca:0163_10.1126_sciimmunol.abb4432_91494cf647	T10	T 10		3	2	0.6666666666666666	0	0			0		EOMES; FABP5
hca	0163_10.1126_sciimmunol.abb4432_91494cf647	hca:0163_10.1126_sciimmunol.abb4432_91494cf647	T16	T 16		3	3	1.0	0	0			0		GNLY; KLRC1; XCL1
hca	0164_10.1177_00220345221147908_13bf485ac8	hca:0164_10.1177_00220345221147908_13bf485ac8	ACINAR CELL	ACINAR CELL		5	3	0.6	6	18	0.0	0.0	0		STATH; PIP; LPO
hca	0164_10.1177_00220345221147908_13bf485ac8	hca:0164_10.1177_00220345221147908_13bf485ac8	ASCL3+ CELL	ASCL 3 CELL		5	5	1.0	0	0			0		CFTR; SLC12A2; KCNMA1; FOXI1; FOXI2
hca	0164_10.1177_00220345221147908_13bf485ac8	hca:0164_10.1177_00220345221147908_13bf485ac8	B CELL	B CELL	B cell	4	4	1.0	29	50	1.0	1.0	92	1.0	CD79A; MZB1; CD19; IGHM
hca	0164_10.1177_00220345221147908_13bf485ac8	hca:0164_10.1177_00220345221147908_13bf485ac8	BASAL	BASAL	epithelial	3	2	0.6666666666666666	6	22	1.0	1.0	123	1.0	KRT5; KRT14
hca	0164_10.1177_00220345221147908_13bf485ac8	hca:0164_10.1177_00220345221147908_13bf485ac8	DUCTAL CELL	DUCTAL CELL		4	4	1.0	4	17	0.25	0.25	0		SLC5A5; KRT7; KRT19; MUCL1
hca	0164_10.1177_00220345221147908_13bf485ac8	hca:0164_10.1177_00220345221147908_13bf485ac8	MONOCYTE	MONOCYTE	monocyte/macrophage	3	3	1.0	23	64	0.3333333333333333	0.3333333333333333	202	1.0	CD68; ITGAX; AIF1
hca	0164_10.1177_00220345221147908_13bf485ac8	hca:0164_10.1177_00220345221147908_13bf485ac8	MUCOUS ACINAR CELL	MUCOUS ACINAR CELL		12	10	0.8333333333333334	0	0			0		CD44; GRN; ERBB3; BPIFB2; CDH1; SDC4; APP; NKX3.1; ALCAM; CD55
hca	0164_10.1177_00220345221147908_13bf485ac8	hca:0164_10.1177_00220345221147908_13bf485ac8	MYOEPITHELIAL CELL	MYOEPITHELIAL CELL		3	2	0.6666666666666666	1	5	1.0	1.0	0		ACTA2; CNN1
hca	0164_10.1177_00220345221147908_13bf485ac8	hca:0164_10.1177_00220345221147908_13bf485ac8	T CELL	T CELL	T cell	3	3	1.0	37	68	1.0	1.0	255	1.0	CD3D; CD3E; CD3G
hca	0165_10.1111_cpr.13557_b323e8d65a	hca:0165_10.1111_cpr.13557_b323e8d65a	CARDIOMYOCYTE	CARDIOMYOCYTE		3	0	0.0	8	48	0.0		0		
hca	0165_10.1111_cpr.13557_b323e8d65a	hca:0165_10.1111_cpr.13557_b323e8d65a	CLUSTER 1	CLUSTER 1		4	4	1.0	13	55	0.0	0.0	0		RPS25; RPL30; UBB; RPL23A
hca	0165_10.1111_cpr.13557_b323e8d65a	hca:0165_10.1111_cpr.13557_b323e8d65a	CLUSTER 4	CLUSTER 4		8	8	1.0	10	63	0.0	0.0	0		MYH7; CKM; TNNI3; ACTA1; ACTC1; MYL3; CKB; GAS6
hca	0165_10.1111_cpr.13557_b323e8d65a	hca:0165_10.1111_cpr.13557_b323e8d65a	CLUSTER 5	CLUSTER 5		4	4	1.0	8	35	0.0	0.0	0		KMT2C; KDM5A; DDX17; RNPC3
hca	0165_10.1111_cpr.13557_b323e8d65a	hca:0165_10.1111_cpr.13557_b323e8d65a	HCM CARDIOMYOCYTE	HCM CARDIOMYOCYTE		22	19	0.8636363636363636	0	0			0		ETV1; DCN; MT3; NRP1; KLF5; RTN4; FN1; CTGF; NPPB; MT2A; ACE2; POSTN; LUM; MT1E; CEBPB; NPPA; MT1X; TCF4; CEBPD
hca	0167_10.1073_pnas.1520760112_985a5e340f	hca:0167_10.1073_pnas.1520760112_985a5e340f	AP1	AP 1		7	1	0.14285714285714285	0	0			0		MKI67
hca	0167_10.1073_pnas.1520760112_985a5e340f	hca:0167_10.1073_pnas.1520760112_985a5e340f	AP2	AP 2		6	0	0.0	0	0			0		
hca	0167_10.1073_pnas.1520760112_985a5e340f	hca:0167_10.1073_pnas.1520760112_985a5e340f	BP1	BP 1		7	5	0.7142857142857143	0	0			0		ASPM; NEUROD4; HES6; EOMES; INSM1
hca	0167_10.1073_pnas.1520760112_985a5e340f	hca:0167_10.1073_pnas.1520760112_985a5e340f	C1	C 1		5	0	0.0	5	22	0.0		0		
hca	0167_10.1073_pnas.1520760112_985a5e340f	hca:0167_10.1073_pnas.1520760112_985a5e340f	C10	C 10		4	0	0.0	0	0			0		
hca	0167_10.1073_pnas.1520760112_985a5e340f	hca:0167_10.1073_pnas.1520760112_985a5e340f	C11	C 11		4	0	0.0	1	3	0.0		0		
hca	0167_10.1073_pnas.1520760112_985a5e340f	hca:0167_10.1073_pnas.1520760112_985a5e340f	C2	C 2		5	0	0.0	3	10	0.0		0		
hca	0167_10.1073_pnas.1520760112_985a5e340f	hca:0167_10.1073_pnas.1520760112_985a5e340f	C3	C 3		3	0	0.0	3	18	0.0		0		
hca	0167_10.1073_pnas.1520760112_985a5e340f	hca:0167_10.1073_pnas.1520760112_985a5e340f	C4	C 4		9	1	0.1111111111111111	2	8	0.0	0.0	0		NEUROD6
hca	0167_10.1073_pnas.1520760112_985a5e340f	hca:0167_10.1073_pnas.1520760112_985a5e340f	C5	C 5		3	0	0.0	2	10	0.0		0		
hca	0167_10.1073_pnas.1520760112_985a5e340f	hca:0167_10.1073_pnas.1520760112_985a5e340f	C6	C 6		3	0	0.0	3	12	0.0		0		
hca	0167_10.1073_pnas.1520760112_985a5e340f	hca:0167_10.1073_pnas.1520760112_985a5e340f	C7	C 7		13	8	0.6153846153846154	1	7	0.0	0.0	0		ZFHX4; GAD1; GAD2; ZFHX3; LHX9; EBF1; SOX14; ERBB4
hca	0167_10.1073_pnas.1520760112_985a5e340f	hca:0167_10.1073_pnas.1520760112_985a5e340f	N1	N 1		3	1	0.3333333333333333	0	0			0		BCL11B
hca	0168_10.1038_s41586-022-04552-0_f98a6428c8	hca:0168_10.1038_s41586-022-04552-0_f98a6428c8	IRAS CELL	IRAS CELL		3	0	0.0	0	0			0		
hca	0168_10.1038_s41586-022-04552-0_f98a6428c8	hca:0168_10.1038_s41586-022-04552-0_f98a6428c8	RAS CELL	RAS CELL		3	1	0.3333333333333333	0	0			0		CEACAM6
hca	0168_10.1038_s41586-022-04552-0_f98a6428c8	hca:0168_10.1038_s41586-022-04552-0_f98a6428c8	SCGB3A2+ AT2 CELL	SCGB 3 A 2 AT 2 CELL		3	2	0.6666666666666666	0	0			0		SPP1; HSPA6
hca	0169_10.1038_s41586-022-04541-3_a47d9e6ca0	hca:0169_10.1038_s41586-022-04541-3_a47d9e6ca0	MESENCHYMAL	MESENCHYMAL	fibroblast/stromal	3	3	1.0	6	15	0.6666666666666666	0.6666666666666666	149	1.0	ACTA2; PDGFRB; PDGFRA
hca	0170_10.1038_s41556-021-00740-8_a1434832b6	hca:0170_10.1038_s41556-021-00740-8_a1434832b6	ADT	ADT		3	3	1.0	0	0			0		CLU; LGALS3; APOD
hca	0170_10.1038_s41556-021-00740-8_a1434832b6	hca:0170_10.1038_s41556-021-00740-8_a1434832b6	FET	FET		4	0	0.0	0	0			0		
hca	0170_10.1038_s41556-021-00740-8_a1434832b6	hca:0170_10.1038_s41556-021-00740-8_a1434832b6	MELANOCYTE	MELANOCYTE		20	20	1.0	6	6	0.25	0.25	0		TRAPPC6A; AP3D1; RAB27A; TYR; DCT; GNAS; SOX10; OCA2; TYRP1; DSTYK; PAX3; ADAM10; KIT; TPCN2; SLC45A2; ATOX1; PMEL; MITF; SLC24A5; MC1R
